1,1095440028,95010001,440028,บ้านเบญญา (บุญชอบ สาครินทร์),Banbenya school,นางอุบลรัตน์ เจะกายอ,อนุบาล-ประถมศึกษา,,หมู่ 2 กะลูแป,ตาเซะ,เมืองยะลา,ยะลา,95000,banbenya.sc@gmail.com,www.yala1.go.th/banbeny,ตาเซะ,73370040,0,กรกฎาคม 2511,13,13,ขนาดกลาง,มีไฟฟ้า,17,215,9,17 มิถุนายน 2562 เวลา 10:24:55 น.
2,1095440029,95010002,440029,บ้านตาเซะ,Bantasek School,นายสุรศักดิ์ สาและ,อนุบาล-มัธยมศึกษาตอนต้น,,หมู่ 3 ตาเซะ,ตาเซะ,เมืองยะลา,ยะลา,95000,tasekschool@gmail.com,,ตาเซะ,73370256,-,2484,13,14,ขนาดกลาง,มีไฟฟ้า,28,222,12,27 มิถุนายน 2562 เวลา 15:14:22 น.
3,1095440031,95010003,440031,ศรีพัฒนาราม,sriputtanaram,นางศุภศศิน แก้วคง,อนุบาล-ประถมศึกษา,,หมู่ 1 บ้านคล้า,ตาเซะ,เมืองยะลา,ยะลา,95000,,,ตาเซะ,73229011,-,1 กรกฏาคม 2481,12,12,ขนาดเล็ก,มีไฟฟ้า,11,79,9,26 มิถุนายน 2562 เวลา 13:59:35 น.
4,1095440032,95010004,440032,วังธราธิปวิทยา,wangtharathip,นางสุภาณี ชนะสงคราม,อนุบาล-ประถมศึกษา,,หมู่ 4 วังกระ,ตาเซะ,เมืองยะลา,ยะลา,95000,wangtratip@gmail.com,,ตาเซะ,,,2481,15,15,ขนาดเล็ก,มีไฟฟ้า,12,94,9,08 พฤศจิกายน 2562 เวลา 10:50:34 น.
5,1095440023,95010005,440023,บ้านท่าสาป,BANTHASAP,นางสาววรนุช ศรีวิไล,อนุบาล-มัธยมศึกษาตอนต้น,,หมู่ 1 ท่าสาป,ท่าสาป,เมืองยะลา,ยะลา,95000,thasap52@hotmail.com,www.banthasap.com/,ท่าสาป,73299305,73299305,๒๐ มกราคม พ.ศ. ๒๔๗๑,5,2,ขนาดกลาง,มีไฟฟ้า,31,378,17,26 มิถุนายน 2562 เวลา 13:29:33 น.
6,1095440024,95010006,440024,บ้านลิมุด (บุญชอบ สาครินทร์),Banlimud,นางรัตติญา พรุเพชรแก้ว,อนุบาล-ประถมศึกษา,,หมู่ 3 ลิมุด,ท่าสาป,เมืองยะลา,ยะลา,95000,limud_school@hotmail.com,202.143.158.48/limud,ท่าสาป,73253244,-,2500,3,3,ขนาดกลาง,มีไฟฟ้า,15,109,9,23 มิถุนายน 2562 เวลา 09:55:22 น.
7,1095440025,95010007,440025,บ้านสาคอ,BANSAKHO,นางพิชญประไพ ทิพากรเกียรติ,อนุบาล-ประถมศึกษา,,หมู่ 4 สาคอ,ท่าสาป,เมืองยะลา,ยะลา,95000,rongrian.bansakor@gmail.com,www.yala1.go.th/bansako,ท่าสาป,073-270119,,01/01/2505,3,4,ขนาดเล็ก,มีไฟฟ้า,17,58,9,15 มิถุนายน 2562 เวลา 14:25:48 น.
8,1095440001,95010008,440001,บ้านบันนังบูโย,banbunnangbuyo,นายสมาน หงะหงอ,อนุบาล-ประถมศึกษา,,หมู่ 2 บันนังสาเรง,บันนังสาเรง,เมืองยะลา,ยะลา,95000,bsnangyo@gmail.com,www.yala1.go.th/banangbuyo,บันนังสาเรง,73372254,73372275,28 กุมภาพันธ์ 2477,10,9.5,ขนาดกลาง,มีไฟฟ้า,29,306,14,08 พฤศจิกายน 2560 เวลา 02:17:24 น.
9,1095440002,95010009,440002,บ้านกะตูปะ,Ban katupa,นายอภิรัฐ ขุนยาบี,อนุบาล-ประถมศึกษา,,หมู่ 6 กะตูปะ,บันนังสาเรง,เมืองยะลา,ยะลา,95000,bankatupaschool@gmail.com,,บันนังสาเรง,73201044,-,20/10/2502,10,9,ขนาดกลาง,มีไฟฟ้า,18,146,9,27 มิถุนายน 2561 เวลา 10:42:03 น.
10,1095440003,95010010,440003,ประชาอุทิศ,Prachautid,นายอรรถกานต์ อุศมา,อนุบาล-ประถมศึกษา,,หมู่ 5 กูแบปุโรง,บันนังสาเรง,เมืองยะลา,ยะลา,95000,pracha-utid@hotmail.com,,บันนังสาเรง,73218000,,2515,5,4,ขนาดกลาง,มีไฟฟ้า,15,135,9,08 มิถุนายน 2560 เวลา 12:35:57 น.
