1,1060220528,60030001,220528,บ้านทุ่งทอง,BAN THUNGTHONG,นายสมนึก ประกาศพร,อนุบาล-ประถมศึกษา,,หมู่ 1 ทุ่งทอง,ทุ่งทอง,หนองบัว,นครสวรรค์,60110,btt_nb@hotmail.com,http://thungthong.nakho,ทุ่งทอง,056-230370,-,1 พฤษภาคม 2516,55.8,22.8,ขนาดเล็ก,มีไฟฟ้า,7,116,9,21 มิถุนายน 2560 เวลา 02:52:44 น.
2,1060220529,60030002,220529,บ้านไทรงาม,BANSAINGAM,นายทองทับ ขันอ่อน,อนุบาล-ประถมศึกษา,,หมู่ 3 ไทรงาม,ทุ่งทอง,หนองบัว,นครสวรรค์,60110,ban-saingam@hotmail.com,-,ทุ่งทอง,0-5639-0145,-,15 พฤษภาคม 2517,71.7,38.7,ขนาดเล็ก,มีไฟฟ้า,5,25,8,10 ตุลาคม 2562 เวลา 11:00:36 น.
3,1060220530,60030003,220530,ประชาอุปถัมภ์,PRACHAUPATHAM,นายอำนวย ตามงาม,อนุบาล-ประถมศึกษา,,หมู่ 4 เขาแม่แก่,ทุ่งทอง,หนองบัว,นครสวรรค์,60110,ุ60030003@nsw3.go.th,https://data.bopp-obec.info/web/?School_ID=1060220530,ทุ่งทอง,089-9433809,-,1 พฤษภาคม 2515,ุ64,31,ขนาดเล็ก,มีไฟฟ้า,9,99,9,25 ตุลาคม 2562 เวลา 16:05:08 น.
4,1060220531,60030004,220531,บ้านหนองกะเปา,Bannongkapoa,-,อนุบาล-ประถมศึกษา,,หมู่ 6 หนองกะเปา,ทุ่งทอง,หนองบัว,นครสวรรค์,60110,60030004@nsw3.go.th,bannongkapoa,ทุ่งทอง,06-2991-6547,-,1 พฤษภาคม 2515,57.1,24.1,ขนาดเล็ก,มีไฟฟ้า,4,50,9,28 มิถุนายน 2562 เวลา 12:57:44 น.
5,1060220532,60030005,220532,สหชาติเศรษฐกิจวิทยา,SAHACHATSETTHAKIJWITTAYA,นายนพพร รัตนเวชสิทธิ,อนุบาล-มัธยมศึกษาตอนต้น,,หมู่ 2 เหมืองแร่,ทุ่งทอง,หนองบัว,นครสวรรค์,60110,ุ60030005@nsw3.go.th,www.schs.ac.th,ทุ่งทอง,56880092,56880092,1 มกราคม 2512,48.1,15.1,ขนาดกลาง,มีไฟฟ้า,18,222,12,05 มิถุนายน 2562 เวลา 08:18:12 น.
6,1060220527,60030006,220527,บ้านปากดง,BANPARKDONG,นางสุดารัตน์ อันชูฤทธิ์,อนุบาล-ประถมศึกษา,,หมู่ 10 บ้านปากดง,ทุ่งทอง,หนองบัว,นครสวรรค์,60110,Parkdong-2515@hotmail.com,,ทุ่งทอง,0-5639-0144,,1 พฤษภาคม 2515,44.8,11.8,ขนาดเล็ก,มีไฟฟ้า,7,47,8,20 มิถุนายน 2562 เวลา 11:10:06 น.
7,1060220569,60030007,220569,บ้านหนองดู่,BANNONGDOO,นายสุกิจ ตะบุตร,อนุบาล-ประถมศึกษา,,หมู่ 5 หนองดู่,ทุ่งทอง,หนองบัว,นครสวรรค์,60110,kikpaingfa4444@gmail.com,data.bopp-obec.info/web/?School_ID=1060220569,ทุ่งทอง,0-5688-0101,-,10/10/2509,44.4,11.4,ขนาดกลาง,มีไฟฟ้า,13,158,9,21 มิถุนายน 2562 เวลา 09:22:20 น.
8,1060220570,60030008,220570,บ้านรังงาม,BANRANGNGAM,-,อนุบาล-ประถมศึกษา,,หมู่ 7 บ้านรังงาม,ทุ่งทอง,หนองบัว,นครสวรรค์,60110,banrangngam@hotmail.com,data.bopp-obec.info/web/?School_ID=1060220570,ทุ่งทอง,56232786,,1 มิถุนายน 2517,55,18,ขนาดเล็ก,มีไฟฟ้า,8,79,9,14 มิถุนายน 2562 เวลา 10:15:27 น.
9,1060220545,60030010,220545,วัดหนองปลาไหล,WATNONGPRALAI,นายวิชเยนทร์ โรพันดุง,อนุบาล-ประถมศึกษา,,หมู่ 1 หนองปลาไหล,ธารทหาร,หนองบัว,นครสวรรค์,60110,60030010@nsw3.go.th,nongplalai2500@hotmail.com,ธารทหาร,813563223,,20 เมษายน 2500,28.3,17.5,ขนาดเล็ก,มีไฟฟ้า,5,39,8,24 มิถุนายน 2562 เวลา 16:07:48 น.
10,1060220546,60030011,220546,ธารทหาร(แสงสว่างอุปถัมภ์),THANTHAHAN(Saeng Sawang up patham),นายวันชัย ยี่รักษ์,อนุบาล-มัธยมศึกษาตอนต้น,,หมู่ 3 ห้วยด้วน,ธารทหาร,หนองบัว,นครสวรรค์,60110,-,www.thanthahanschool.ac.th,ธารทหาร,081-0389988,-,17 พฤษภาคม 2482,31,7.8,ขนาดกลาง,มีไฟฟ้า,18,290,11,17 มิถุนายน 2562 เวลา 12:39:08 น.
11,1060220547,60030012,220547,น้ำสาดกลาง,Namsadklang,นายนิติพงษ์ แก้วกัลยา,อนุบาล-ประถมศึกษา,,หมู่ 4 บ้านน้ำสาดกลาง,ธารทหาร,หนองบัว,นครสวรรค์,60110,kaitao9933@hotmail.com,,ธารทหาร,0-5639-0120,-,16 เมษายน 2496,35,13,ขนาดเล็ก,มีไฟฟ้า,7,83,8,05 มิถุนายน 2561 เวลา 14:49:40 น.
12,1060220548,60030013,220548,บ้านหนองจิก,BANNONGJIK,นางสาวภิชาพัชญ์ โหนา,อนุบาล-ประถมศึกษา,,หมู่ 7 หนองจิก,ธารทหาร,หนองบัว,นครสวรรค์,60110,-,http://data.bopp-obec.info/web/?School_ID=1060220548,ธารทหาร,56009379,-,9 มกราคม 2502,41,20,ขนาดเล็ก,มีไฟฟ้า,6,59,8,13 มิถุนายน 2562 เวลา 13:39:54 น.
13,1060220549,60030014,220549,วัดป่าเรไร,WATPARERAI,นายไพรัตน์ บัวสถิตย์,อนุบาล-ประถมศึกษา,,หมู่ 5 วัดป่าเรไร,ธารทหาร,หนองบัว,นครสวรรค์,60110,60030014@nsw3.go.th,https://data.bopp-obec.info/web/?School_ID=1060220549,ธารทหาร,081-0467479,-,29 กรกฎาคม 2500,36,15,ขนาดเล็ก,มีไฟฟ้า,7,93,8,14 มิถุนายน 2562 เวลา 11:32:46 น.
14,1060220550,60030015,220550,น้ำสาดเหนือ,Namsadnua,นางสาววรนุช สุขแก่น,อนุบาล-ประถมศึกษา,,หมู่ 2 น้ำสาดเหนือ,ธารทหาร,หนองบัว,นครสวรรค์,60110,60030015@nsw3.go.th,http://data.bopp-obec.info/web/?School_ID=1060220550,ธารทหาร,56290055,56290055,18 สิงหาคม 2499,30,12,ขนาดเล็ก,มีไฟฟ้า,7,69,8,07 มิถุนายน 2562 เวลา 13:28:57 น.
15,1060220551,60030016,220551,ห้วยวารีใต้,HUAYWAREETAY,นายสุรัตน์ แก้วเรือง,อนุบาล-ประถมศึกษา,,หมู่ 6 ห้วยวารีใต้,ธารทหาร,หนองบัว,นครสวรรค์,60110,e-mail huaywaree@gmail.com,http://data.bopp-obec.info/web/index.php?School_ID=1060220551,ธารทหาร,618588969,,8 มิถุนายน 2499,40,18,ขนาดเล็ก,มีไฟฟ้า,5,22,8,17 มิถุนายน 2562 เวลา 15:10:26 น.
16,1060220543,60030017,220543,บ้านเขานางต่วม,bankhaonangtuam school,ดร.สันติ อินทร์สุภา,อนุบาล-มัธยมศึกษาตอนต้น,,หมู่ 1 เขานางต่วม,วังบ่อ,หนองบัว,นครสวรรค์,60110,-,http://data.bopp-obec.info/web/index.php?School_ID=1060220543,วังบ่อ,-,-,1 พฤษภาคม 2508,40,20,ขนาดกลาง,มีไฟฟ้า,20,274,11,07 มิถุนายน 2561 เวลา 10:48:36 น.
17,1060220535,60030018,220535,อุดมพัฒนา,UDOMPATTANA,นางปิณฑิรา สุขสุด,อนุบาล-มัธยมศึกษาตอนต้น,,หมู่ 7 อุดมพัฒนา,วังบ่อ,หนองบัว,นครสวรรค์,60110,udompattana2553@hotmail.com,www.upn.ac.th,วังบ่อ,0-5639-0102,-,4 มิถุนายน 2512,50,20,ขนาดกลาง,มีไฟฟ้า,18,236,11,13 มิถุนายน 2560 เวลา 13:04:00 น.
18,1060220536,60030019,220536,บ้านโคกสะอาด,BANCOKSAARD,นายอรรนพ วัดแย้ม,อนุบาล-ประถมศึกษา,,หมู่ 6 โคกสะอาด,วังบ่อ,หนองบัว,นครสวรรค์,60110,-,data.bopp-obec.info/web/?School_ID=1060220536,วังบ่อ,0-5687-9572,56879572,1 พฤษภาคม 2510,50,17,ขนาดกลาง,มีไฟฟ้า,14,165,8,08 มิถุนายน 2561 เวลา 11:57:43 น.
19,1060220537,60030020,220537,บ้านโคกสะอาดสาขามั่นวิทยา,BANCOKSAARDSAKHAMUNVITTAYA,-,อนุบาล-ประถมศึกษา,,หมู่ 12 กุดตามั่น,วังบ่อ,หนองบัว,นครสวรรค์,60110,-,-,วังบ่อ,-,-,1 พฤษภาคม 2525,,,ขนาดเล็ก,มีไฟฟ้า,0,25,6,30 ตุลาคม 2562 เวลา 13:40:08 น.
20,1060220538,60030021,220538,วัดเวฬุวัน,WATWALUWAN,นายสามารถ สีนา,อนุบาล-ประถมศึกษา,,หมู่ 8 วัดเวฬุวัน,วังบ่อ,หนองบัว,นครสวรรค์,60110,Amnatamnat8298@gmail.com,-,วังบ่อ,56390140,-,11 เมษายน 2501,40,17,ขนาดเล็ก,มีไฟฟ้า,9,105,9,14 มิถุนายน 2562 เวลา 15:55:16 น.
21,1060220539,60030022,220539,บ้านวังบ่อ(ราษฎร์เจริญ),BANWANGBOE,นายเสนีย์ วนิชไพบูลย์,อนุบาล-ประถมศึกษา,,หมู่ 9 วังบ่อ,วังบ่อ,หนองบัว,นครสวรรค์,60110,-,data.bopp-obec.info/web/?School_ID=1060220539,วังบ่อ,8-1972-6766,-,23 พฤษภาคม 2500,42,13,ขนาดเล็ก,มีไฟฟ้า,7,64,9,17 มิถุนายน 2562 เวลา 09:35:28 น.
22,1060220540,60030023,220540,บ้านวังใหญ่(ราษฎร์บำรุง),BANWANGYAI(RADBAMRUNG),นายอดิศร บุพศิริ,อนุบาล-ประถมศึกษา,,หมู่ 2 วังใหญ่,วังบ่อ,หนองบัว,นครสวรรค์,60110,banwangyai2504@gmail.com,-,วังบ่อ,-,-,1 พฤษภาคม 2504,32,13,ขนาดเล็ก,มีไฟฟ้า,5,38,8,17 มิถุนายน 2562 เวลา 08:43:03 น.
23,1060220541,60030024,220541,วัดห้วยธารทหาร,WATHUAYTHANTHAHAN,นางสาวยุพิน รอดประพันธ์,อนุบาล-ประถมศึกษา,,หมู่ 3 ห้วยธารทหาร,วังบ่อ,หนองบัว,นครสวรรค์,60110,60030024@nsw3.go.th,-,วังบ่อ,-,-,17 สิงหาคม 2497,35,15,ขนาดเล็ก,มีไฟฟ้า,5,28,8,17 มิถุนายน 2562 เวลา 12:05:52 น.
24,1060220542,60030025,220542,บ้านทับลุ่มประชาพัฒนา,Bantublumprachapatthana,นายพิพัฒน์พงษ์ สารคำ,อนุบาล-ประถมศึกษา,,หมู่ 5 บ้านทับลุ่ม,วังบ่อ,หนองบัว,นครสวรรค์,60110,60030025@nsw3.go.th,-,วังบ่อ,882732171,-,15 พฤษภาคม 2500,32,15,ขนาดเล็ก,มีไฟฟ้า,6,47,8,13 สิงหาคม 2562 เวลา 12:51:27 น.
25,1060220524,60030026,220524,อนุบาลหนองบัว(เทพวิทยาคม),ANUBANNONGBUA(THEPWITTAYAKOM),นายบำรุง กรุตเพชร,อนุบาล-ประถมศึกษา,,หมู่ 3 หนองกลับ,หนองกลับ,หนองบัว,นครสวรรค์,60110,nongboatep@hotmail.com,www.nbt.ac.th,เทศบาลหนองบัว,0-5625-1365,56323393,15 มิถุนายน 2466,37.8,1,ขนาดใหญ่,มีไฟฟ้า,62,1266,38,12 มิถุนายน 2561 เวลา 09:46:40 น.
26,1060220525,60030027,220525,วัดเทพสุทธาวาส,Wat Thep Sutthawat,นายชูศักดิ์ น้อยทา,อนุบาล-ประถมศึกษา,,หมู่ 9 เนินตาเกิด,หนองกลับ,หนองบัว,นครสวรรค์,60110,watthep2501@gmail.com,60102550.thaischool.in.th/,หนองกลับ,992387958,-,10 กรกฎาคม 2501,51,3,ขนาดกลาง,มีไฟฟ้า,14,274,9,17 ธันวาคม 2562 เวลา 09:21:10 น.
27,1060220564,60030028,220564,บ้านท่าเรือ,BANTHARUEA,นายอภินันท์ ทองวิชิต,อนุบาล-ประถมศึกษา,,หมู่ 5 ท่าเรือ,หนองกลับ,หนองบัว,นครสวรรค์,60110,bantahrua@gmail.com,sites.google.com/a/nsw3.go.th/bantahrua/,หนองกลับ,56309122,56390122,10 มิถุนายน 2502,60,20,ขนาดเล็ก,มีไฟฟ้า,4,37,8,09 มิถุนายน 2562 เวลา 10:03:38 น.
28,1060220565,60030029,220565,บ้านหนองโบสถ์,BANNONGBOTE,นายณรงค์ นาคชัยยะ,อนุบาล-ประถมศึกษา,,หมู่ 6 บ้านหนองโบสถ์,หนองกลับ,หนองบัว,นครสวรรค์,60110,nypop@thaimail.com,http://www.school.obec.,หนองกลับ,0-5639-0121,-,8 มิถุนายน 2502,49,15,ขนาดเล็ก,มีไฟฟ้า,6,58,8,24 มิถุนายน 2562 เวลา 14:41:35 น.
29,1060220566,60030030,220566,บ้านวังมะเดื่อ,BANWANGMADUE,นายชัยทอง พันสนิท,อนุบาล-ประถมศึกษา,,หมู่ 14 บ้านวังมะเดื่อ,หนองกลับ,หนองบัว,นครสวรรค์,60110,wangmadue@gmail.com,-http://data.bopp-obec.info/web/index_view_history.php?School_ID=1060220566&page=history,หนองกลับ,951467216,-,25 พฤษภคม 2514,62,13,ขนาดเล็ก,มีไฟฟ้า,7,79,8,18 ตุลาคม 2562 เวลา 13:46:36 น.
30,1060220567,60030031,220567,วัดวังแรต,WATWANGRAT,นายปัญญา ศรีโสภา,อนุบาล-ประถมศึกษา,,หมู่ 7 วังแรต,หนองกลับ,หนองบัว,นครสวรรค์,60110,-,-,หนองกลับ,630139757,-,22 พฤษภาคม 2500,48,15,ขนาดเล็ก,มีไฟฟ้า,6,46,8,04 พฤศจิกายน 2562 เวลา 09:44:51 น.
31,1060220568,60030032,220568,บ้านเขามะเกลือ,BHAN-KHAO-MA-KLEAR-SHCOOL,นายธีรพงษ์ เพชรสัมฤทธิ์,อนุบาล-มัธยมศึกษาตอนต้น,,หมู่ 10 เขามะเกลือ,หนองกลับ,หนองบัว,นครสวรรค์,60110,ิbmksch@hotmail.com,http://data.bopp-obec.info/emis/editschooldata.php,หนองกลับ,0-5639-0118,-,2 มิถุนายน 2512,50,12,ขนาดกลาง,มีไฟฟ้า,15,144,11,03 กรกฎาคม 2562 เวลา 13:01:44 น.
32,1060220521,60030033,220521,บ้านคลองลาน,BANKLONGLAN,นายจำเนียร โลหะเวช,ประถมศึกษา-มัธยมศึกษาตอนต้น,,หมู่ 15 บ้านคลองลาน,หนองบัว,หนองบัว,นครสวรรค์,60110,-,www.bankhonglan.ac.th,หนองบัว,0-5639-0018,-,6 พฤษภาคม 2520,41,15,ขนาดกลาง,มีไฟฟ้า,15,130,9,17 มิถุนายน 2562 เวลา 14:47:26 น.
33,1060220522,60030034,220522,บ้านหนองไผ่,BANNONGPHAI,นายเทพประทาน ศิโล,อนุบาล-มัธยมศึกษาตอนต้น,,หมู่ 10 หนองไผ่,หนองบัว,หนองบัว,นครสวรรค์,60110,bannongnpsc@gmail.com,www.bannongphi.ac.th,หนองบัว,,-,25 พฤษภาคม 2510,50,13,ขนาดกลาง,มีไฟฟ้า,18,177,12,17 ธันวาคม 2562 เวลา 13:55:28 น.
