1,1090550174,90020001,550174,บ้านเขารักเกียรติ,Bankaorakkiat,นายสมปอง ชูวิลัย,อนุบาล-ประถมศึกษา,,หมู่ 4 เขารักเกียรติ,กำแพงเพชร,รัตภูมิ,สงขลา,90180,khowrakkiat@skz2.go.th,http://www1.skz2.go.th/,เทศบาลเมืองกำแพงเพชร,74584790,-,7 สิงหาคม 2418,27,14,ขนาดเล็ก,มีไฟฟ้า,10,67,7,13 มิถุนายน 2561 เวลา 10:22:02 น.
2,1090550175,90020002,550175,บ้านห้วยโอน,Banhuayon,นายมนต์ชัย อารีกิจ,อนุบาล-ประถมศึกษา,,หมู่ 9 บ้านห้วยโอน,กำแพงเพชร,รัตภูมิ,สงขลา,90180,-,http://www.school.skz2.go.th/bho/,กำแพงเพชร,74584191,74584190,7 มิถุนายน 2500,25,12,ขนาดกลาง,มีไฟฟ้า,15,233,8,27 มิถุนายน 2562 เวลา 15:02:18 น.
3,1090550178,90020003,550178,บ้านควนนา,bankuanna,นางสาวอัฐภรณ์ สุทธินวล,อนุบาล-ประถมศึกษา,,หมู่ 7 บ้านควนนา,กำแพงเพชร,รัตภูมิ,สงขลา,90180,Kuanna77@hotmail.com,,เทศบาลเมืองกำแพงเพชร,-,,ปี พ.ศ. 2516,26,9,ขนาดเล็ก,มีไฟฟ้า,8,49,8,25 มิถุนายน 2562 เวลา 14:08:09 น.
4,1090550179,90020004,550179,บ้านคลองต่อ (ทวีรัตน์อุปถัมภ์),Banklongtoe,นายพิษณุ ชายเกตุ,อนุบาล-ประถมศึกษา,,หมู่ 10 บ้านคลองต่อ,กำแพงเพชร,รัตภูมิ,สงขลา,90180,klongtoe@gmail.com,,กำแพงเพชร,074-894700,-,14 พฤษภาคม 2514,26,22,ขนาดกลาง,มีไฟฟ้า,12,157,8,26 กุมภาพันธ์ 2562 เวลา 09:29:09 น.
5,1090550151,90020005,550151,บ้านห้วยสมบูรณ์,banhuaysomboon,นายจำรัส เกตุมาก,อนุบาล-ประถมศึกษา,,หมู่ 6 คอกช้าง,กำแพงเพชร,รัตภูมิ,สงขลา,90180,bhsb_06@hotmail.com,http://data.bopp-obec.info/web/index.php?School_ID=1090550151,กำแพงเพชร,74498643,,2483,30,7,ขนาดกลาง,มีไฟฟ้า,10,129,7,28 มิถุนายน 2562 เวลา 13:45:49 น.
6,1090550152,90020006,550152,บ้านม่วง,banmuang,นางสาวชฎาพร เสนเผือก,อนุบาล-ประถมศึกษา,,หมู่ 13 หนองกวางข้อง,กำแพงเพชร,รัตภูมิ,สงขลา,90180,,,กำแพงเพชร,625946323,,ปี พ.ศ.2483,26,10,ขนาดกลาง,มีไฟฟ้า,13,180,8,28 มิถุนายน 2562 เวลา 10:38:59 น.
7,1090550158,90020007,550158,วัดทุ่งคา,Watthungkha,นางสุปราณี กาญจนะ,อนุบาล-มัธยมศึกษาตอนต้น,,หมู่ 8 ทุ่งคา,กำแพงเพชร,รัตภูมิ,สงขลา,90180,supranee.oa@gmail.com,,เทศบาลเมืองกำแพงเพชร,74802572,,2475,30,3,ขนาดกลาง,มีไฟฟ้า,21,281,12,16 กุมภาพันธ์ 2562 เวลา 09:26:20 น.
8,1090550159,90020008,550159,บ้านชายคลอง,Banchayklong,นายคมจักร กันยาเทพ,อนุบาล-ประถมศึกษา,,หมู่ 3 ชายคลอง,กำแพงเพชร,รัตภูมิ,สงขลา,90180,chayklong@yahoo.co.th,www.school.skz2.go.th/bck/,ทต.กำแพงเพชร,74398347,,8 มกราคม 2502,30,3,ขนาดเล็ก,มีไฟฟ้า,12,110,8,14 มิถุนายน 2562 เวลา 13:30:15 น.
9,1090550164,90020009,550164,บ้านปลายละหาน,banplailahan,นางสาวกนกวรรณ เขียวนุ้ย,อนุบาล-ประถมศึกษา,,หมู่ 5 บ้านปลายละหาน,กำแพงเพชร,รัตภูมิ,สงขลา,90180,,www.school.skz2.go.th/bprh,กำแพงเพชร,74395293,-,1 พฤษภาคม 2509,25,2.5,ขนาดเล็ก,มีไฟฟ้า,11,101,8,27 มิถุนายน 2562 เวลา 10:25:55 น.
10,1090550173,90020010,550173,บ้านทุ่งคมบาง,bantongkomblag,นางสาวสาริศา บริเพชร์,อนุบาล-ประถมศึกษา,,หมู่ 9 ทุ่งคมบาง,เขาพระ,รัตภูมิ,สงขลา,90180,thungkombang@skz2.go.th,www.school.skz2.go.th/bmkb/,ทต.เขาพระ,74300110,,ก.พ.2522,50,17,ขนาดเล็ก,มีไฟฟ้า,11,85,8,28 มิถุนายน 2562 เวลา 09:15:22 น.
