1,1040050001,40010001,50001,ชุมชนบ้านพรหมนิมิต,Chumchonbanphomnimit,นายวันชัย สุตรีศาสตร์,อนุบาล-ประถมศึกษา,,หมู่ 4 บ้านพรหมนิมิต,โคกสี,เมืองขอนแก่น,ขอนแก่น,40000,Phromnimit1@hotmail.com,https://1th.me/050001,โคกสี,933204797,-,13/05/2515,13,13,ขนาดเล็ก,มีไฟฟ้า,12,95,9,17 มิถุนายน 2562 เวลา 12:37:54 น.
2,1040050002,40010002,50002,บ้านโคกแปะ,Bankokpae,นายอัมพร ภูพานเพชร,อนุบาล-มัธยมศึกษาตอนต้น,,หมู่ 12 โคกแปะ,โคกสี,เมืองขอนแก่น,ขอนแก่น,40000,kokpaeschool.kk@gmail.com,data.bopp-obec.info/web/?School_ID=1040050002,ตำบลโคกสี,43260175,-,พ.ศ.2482,21,23,ขนาดกลาง,มีไฟฟ้า,16,130,12,22 มิถุนายน 2562 เวลา 21:04:27 น.
3,1040050003,40010003,50003,บ้านโคกสีวิทยาเสริม,Bankoksriwittayaserm,นายอภิชาติ ศรีสารคาม,อนุบาล-ประถมศึกษา,,หมู่ 2 บ้านโคกสี,โคกสี,เมืองขอนแก่น,ขอนแก่น,40000,bankoksriwittayaserm@gmail.com,-,อบต.โคกสี,43283117,-,2467,16,16,ขนาดกลาง,มีไฟฟ้า,11,151,9,24 มิถุนายน 2562 เวลา 11:17:58 น.
4,1040050004,40010004,50004,บ้านเลิง,Banleing,นายวิชัย รัตนวรรณี,อนุบาล-ประถมศึกษา,,หมู่ 8 บ้านเลิง,โคกสี,เมืองขอนแก่น,ขอนแก่น,40000,wichai_2549@gmail.com,http://data.bopp-obec.info/web/?School_ID=1040050004,โคกสี,43041280,-,14 กันยายน 2485,13,12,ขนาดเล็ก,มีไฟฟ้า,5,59,9,19 มิถุนายน 2562 เวลา 09:50:43 น.
5,1040050006,40010005,50006,บ้านหนองไหลหนองบัวทอง,Bannonglainongbuatong,-,อนุบาล-มัธยมศึกษาตอนต้น,,หมู่ 7 บ้านหนองไหล,โคกสี,เมืองขอนแก่น,ขอนแก่น,40000,nlt01kk1@gmail.com,www.nonglainongbuatong.com,โคกสี,43260447,043-26044,7/05/2483,20,19,ขนาดกลาง,มีไฟฟ้า,14,161,12,30 ตุลาคม 2562 เวลา 17:17:11 น.
6,1040050089,40010007,50089,บ้านหนองเต่าบึงเรือใหญ่,Nongtao Buengroueyai,นายกมลเทพ ลำเหลือ,อนุบาล-ประถมศึกษา,,หมู่ 5 บ้านหนองเต่า,โคกสี,เมืองขอนแก่น,ขอนแก่น,40000,nongtaobuengroueyai@gmail.com,,อบต.โคกสี,-,-,พ.ศ. 2482,13,14,ขนาดเล็ก,มีไฟฟ้า,5,57,9,12 มิถุนายน 2562 เวลา 10:30:33 น.
7,1040050090,40010008,50090,บ้านหนองหัววัว,Ban Nonghuawua,นายอนุวัฒน์ สำโรงแสง,อนุบาล-ประถมศึกษา,,หมู่ 6 หนองหัววัว,โคกสี,เมืองขอนแก่น,ขอนแก่น,40000,nonghuawuakk1@gmail.com,-,อบต.โคกสี,877239030,-,พ.ศ. 2489,21,20,ขนาดเล็ก,มีไฟฟ้า,7,39,9,25 มิถุนายน 2562 เวลา 10:55:51 น.
8,1040050007,40010009,50007,บ้านดอนช้าง(ศรีสุขวิทยาคาร),Bandonchang,นายภมร สุรพงษ์รัตน์,ประถมศึกษา-มัธยมศึกษาตอนต้น,,หมู่ 1 บ้านดอนช้าง,ดอนช้าง,เมืองขอนแก่น,ขอนแก่น,40000,donchang2562@gmail.com,http://members.thai.net,ดอนช้าง,898626112,,1/09/2476,24,25,ขนาดเล็ก,มีไฟฟ้า,9,59,11,17 มิถุนายน 2562 เวลา 09:50:14 น.
9,1040050008,40010010,50008,บ้านดอนหญ้านาง,Donyanang,นายพูนศักดิ์ อินหาดกรวด,อนุบาล-ประถมศึกษา,,หมู่ 7 บ้านดอนหญ้านาง,ดอนช้าง,เมืองขอนแก่น,ขอนแก่น,40000,ningja84@hotmail.com,,ดอนช้าง,43260215,,07 พฤษภาคม 2483,25,25,ขนาดเล็ก,มีไฟฟ้า,8,63,9,24 มิถุนายน 2562 เวลา 13:44:38 น.
10,1040050009,40010011,50009,บ้านป่าสังข์หนองฮี,Pasangnonghee,-,อนุบาล-ประถมศึกษา,,หมู่ 3-4 บ้านป่าสังข์,ดอนช้าง,เมืองขอนแก่น,ขอนแก่น,40000,Pasangnonghee@gmail.com,,ดอนช้าง,,,2488,20,20,ขนาดเล็ก,มีไฟฟ้า,3,48,9,19 มิถุนายน 2562 เวลา 09:33:53 น.
