1,1019600009,19010001,600009,วัดกุดนกเปล้า,WAT KUDNOKPLAO SCHOOL,นางรุจิรา แจ้งแสงทอง,อนุบาล-ประถมศึกษา,,หมู่ 3 กุดนกเปล้า,กุดนกเปล้า,เมืองสระบุรี,สระบุรี,18000,kudnokplaoschool@gmail.com,http://data.bopp-obec.info/web/?School_ID=1019600009,กุดนกเปล้า,036-712192,036-712192,2481,6,8,ขนาดเล็ก,มีไฟฟ้า,7,98,8,17 มีนาคม 2562 เวลา 09:32:37 น.
2,1019600011,19010002,600011,วัดทุ่งสาริกา(ที-สาโรจน์อุปถัมภ์),thongsarika,-,อนุบาล-ประถมศึกษา,,หมู่ 5 ทุ่งสาริกาฯ,กุดนกเปล้า,เมืองสระบุรี,สระบุรี,18000,,,กุดนกเปล้า,36712250,-,2484,11,12,ขนาดเล็ก,มีไฟฟ้า,2,29,8,20 ตุลาคม 2562 เวลา 21:08:20 น.
3,1019600012,19010003,600012,วัดโนนสภาราม (นารถ วาจาวุทธ อุปถัมภ์),Watnonsaparam(Nart Wajawut ooppatham),นายมงกุฎ ป้อมไธสง,อนุบาล-ประถมศึกษา,,หมู่ 2 ใหม่โนนสภาราม,กุดนกเปล้า,เมืองสระบุรี,สระบุรี,18000,watnon@hotmail.com,,,36901956,36901956,22 เมษายน 2308,23,22,ขนาดกลาง,มีไฟฟ้า,30,474,15,22 มิถุนายน 2561 เวลา 23:42:45 น.
4,1019600018,19010004,600018,วัดถนนเหล็ก,Wattanonlek,-,อนุบาล-ประถมศึกษา,,หมู่ 8 ถนนเหล็ก,โคกสว่าง,เมืองสระบุรี,สระบุรี,18000,tanonlex@thaimail.com,www.srb1.go.th/tanun,โคกสว่าง,36231126,36231126,,15,8,ขนาดเล็ก,มีไฟฟ้า,4,24,8,16 ตุลาคม 2560 เวลา 08:34:40 น.
5,1019600022,19010005,600022,วัดป่าสัก,Watpasak,-,อนุบาล-ประถมศึกษา,,หมู่ 4 ป่าสัก,ดาวเรือง,เมืองสระบุรี,สระบุรี,18000,,www.srb1.go.th/pasak,ดาวเรือง,36340141,,,15,5,ขนาดเล็ก,มีไฟฟ้า,3,31,7,16 ตุลาคม 2560 เวลา 08:39:14 น.
6,1019600015,19010006,600015,วัดหนองบัว,nongbaw,นางสุณิสา บุญมาเลิศ,อนุบาล-ประถมศึกษา,,หมู่ 7 บ้านหนองบัว,ตลิ่งชัน,เมืองสระบุรี,สระบุรี,18000,,,ตลิ่งชัน,36251314,,,2,2,ขนาดกลาง,มีไฟฟ้า,14,166,8,17 ตุลาคม 2560 เวลา 03:35:35 น.
7,1019600016,19010007,600016,วัดห้วยลี่,Haylee,นางสาวจีราภา รุ่งเรืองรัตน์ชัย,อนุบาล-ประถมศึกษา,,หมู่ 5 บ้านห้วยลี่,ตลิ่งชัน,เมืองสระบุรี,สระบุรี,18000,http://www.srb1.go.th/haylee,,ตลิ่งชัน,36712878,,,6,10,ขนาดกลาง,มีไฟฟ้า,6,126,8,07 พฤศจิกายน 2560 เวลา 07:07:55 น.
8,1019600013,19010008,600013,วัดบ้านกล้วย,watbankluay,-,อนุบาล-ประถมศึกษา,,หมู่ 5 บ้านกล้วย,ตะกุด,เมืองสระบุรี,สระบุรี,18000,watbankluay1936@gmail.com,http://data.bopp-obec.info/web/index.php?School_ID=1019600013,ตะกุด,36231530,-,20 มิ.ย. 2479,9.6,3.5,ขนาดเล็ก,มีไฟฟ้า,10,112,8,07 พฤศจิกายน 2562 เวลา 13:50:09 น.
9,1019600001,19010010,600001,บ้านปากข้าวสาร(บริษัทข้าวไทยจำกัดสงเคราะห์2),ฺBANPAKKHAOSARN SCHOOL,นายสมเกียรติ ทรัพย์ปราชญ์,อนุบาล-มัธยมศึกษาตอนต้น,พหลโยธิน,หมู่ 1 ปากข้าวสาร,ปากข้าวสาร,เมืองสระบุรี,สระบุรี,18000,pakkhaosan@gmail.com,www.srb1.go.th/bpkss,ปากข้าวสาร,36901236,36310259,พ.ศ.2476,5,8,ขนาดกลาง,มีไฟฟ้า,29,499,14,16 ตุลาคม 2562 เวลา 00:14:42 น.
10,1019600014,19010011,600014,วัดสุวรรณคีรี,WatSuwankere,นายอำนาจ ศิริ,อนุบาล-ประถมศึกษา,พระพุทธฉาย,หมู่ 4 สุวรรณคีรี,ปากข้าวสาร,เมืองสระบุรี,สระบุรี,18000,svoa648@gmail.com,,ปากข้าวสาร,811233648,811233648,2503,3,6,ขนาดกลาง,มีไฟฟ้า,20,313,9,20 ตุลาคม 2562 เวลา 15:34:23 น.
11,1019600023,19010012,600023,อนุบาลสระบุรี,Anuban Saraburi School,นายอิทธิรงค์ ปานะถึก,อนุบาล-ประถมศึกษา,,หมู่ - 657 ถนนพหลโยธิน,ปากเพรียว,เมืองสระบุรี,สระบุรี,18000,anubansrb657@gmail.com,www.absaraburi.ac.th/,เทศบาลเมืองสระบุรี,36211867,36221276,2487,5,2.5,ขนาดใหญ่พิเศษ,มีไฟฟ้า,105,2669,62,25 กรกฎาคม 2562 เวลา 11:40:35 น.
12,1019600007,19010013,600007,อนุบาลศาลาแดง,ANUBANSALADANG,นายบรรลือศักดิ์ สมานมาก,อนุบาล-ประถมศึกษา,,หมู่ ค่ายอดิศร,ปากเพรียว,เมืองสระบุรี,สระบุรี,18000,sara.dang@hotmail.com,www.saladangschool.com,สระบุรี,36211167,36211167,ปีพ.ศ. 2504,5,3,ขนาดใหญ่,มีไฟฟ้า,43,904,27,02 พฤศจิกายน 2560 เวลา 05:59:21 น.
13,1019600017,19010014,600017,ชุมชนวัดหนองโนใต้,chumchonwatnongnotai,นายภาณุวัฒน์ มากวงษ์,อนุบาล-มัธยมศึกษาตอนต้น,,หมู่ 6 หนองโน,หนองโน,เมืองสระบุรี,สระบุรี,18000,cwnnt@hotmail.com,-,หนองโน,944249305,-,2468,17,15,ขนาดกลาง,มีไฟฟ้า,18,188,11,27 มิถุนายน 2562 เวลา 13:39:31 น.
14,1019600020,19010015,600020,วัดป๊อกแป๊ก,watpokpak,นางสาวพิชญานิน ภิญโญ,ประถมศึกษา,พหลโยธิน,หมู่ 1 ป๊อกแป๊ก,หนองโน,เมืองสระบุรี,สระบุรี,18000,pokpakschool@gmail.com,pokpakschool@facebook.com,เทศบาลตำบลป๊อกแป๊ก,"036333315 ,0982534798",,2462,19,8,ขนาดกลาง,มีไฟฟ้า,11,181,6,25 กันยายน 2562 เวลา 11:10:25 น.
15,1019600019,19010016,600019,วัดนาร่อง,watnarong,-,อนุบาล-ประถมศึกษา,,หมู่ 2 นาร่อง,หนองโน,เมืองสระบุรี,สระบุรี,18000,watnarong.school@gmail.com,,หนองโน,36271262,,2466,15,7,ขนาดเล็ก,มีไฟฟ้า,2,29,8,30 มิถุนายน 2562 เวลา 16:04:56 น.
16,1019600008,19010017,600008,บ้านป่าไม้พระฉาย,Banpamaiprachai,นางสาวรัชนีกร ยืนยาว,อนุบาล-ประถมศึกษา,,หมู่ 7 บ้านโจกโหลก,หนองปลาไหล,เมืองสระบุรี,สระบุรี,18000,pamaiprachai@hotmail.com,,หนองปลาไหล,363679833,-,15 พ.ค. 2532,25,23,ขนาดเล็ก,มีไฟฟ้า,9,70,8,09 พฤศจิกายน 2561 เวลา 16:26:01 น.
17,1019600002,19010018,600002,วัดเขาจำปา(เทียนราษฎร์อุทิศ),,นางสุนันทา กล้าแข็ง,อนุบาล-มัธยมศึกษาตอนต้น,พระพุทธฉาย,หมู่ 5 หนองปลาไหล,หนองปลาไหล,เมืองสระบุรี,สระบุรี,18000,,www.watkhaojumpaschool.com,หนองปลาไหล,036-712665,036-712665,,10,10,ขนาดกลาง,มีไฟฟ้า,16,190,11,07 กันยายน 2562 เวลา 14:36:10 น.
18,1019600003,19010019,600003,วัดโคกหนามแท่ง,WATCOKNAMTANG SCHOOL,-,อนุบาล-ประถมศึกษา,,หมู่ 3 โคกหนามแท่ง,หนองปลาไหล,เมืองสระบุรี,สระบุรี,18000,coknhamtang.s@hotmail.com,https://www.facebook.com/profile.php?id=100022019266836,หนองปลาไหล,36225209,,05/05/2482,12,12,ขนาดกลาง,มีไฟฟ้า,12,120,8,16 กันยายน 2560 เวลา 12:59:45 น.
19,1019600004,19010020,600004,วัดพระพุทธฉาย,Watphraphutthachai,นางสาวสุนีรัตน์ เอี่ยมประไพ,อนุบาล-ประถมศึกษา,,หมู่ 1 พระพุทธฉาย,หนองปลาไหล,เมืองสระบุรี,สระบุรี,18000,school@watphraphutthachai.com,WWW.WATPHRAPKUTTHACHAI.,องค์การบริหารส่วนตำบลหนองปลาไหล,036-713815,,1 กรกฎาคม 2479,15,10,ขนาดกลาง,มีไฟฟ้า,11,161,8,25 มิถุนายน 2562 เวลา 17:46:02 น.
