1,1090550246,90030001,550246,วัดขุนตัดหวาย,Watkhuntatwai,นายพิเชษฐ์ อุบลสุวรรณ,อนุบาล-ประถมศึกษา,,หมู่ 3 ขุนตัดหวาย,ขุนตัดหวาย,จะนะ,สงขลา,90130,,,ขุนตัดหวาย,74300261,-,พ.ศ. 2465,6,14,ขนาดเล็ก,มีไฟฟ้า,9,86,9,24 มิถุนายน 2562 เวลา 14:42:39 น.
2,1090550251,90030002,550251,บ้านทุ่งนาเคียน,BANTUNGNAKAIN,นางพรลภัสส์ แซ่วุ่น,อนุบาล-ประถมศึกษา,,หมู่ 6 บ้านเลียบ,ขุนตัดหวาย,จะนะ,สงขลา,90130,school_080@sk3.go.th,,ขุนตัดหวาย,813280974,,17 กรกฏาคม 2493,5.5,20,ขนาดเล็ก,มีไฟฟ้า,10,75,7,24 สิงหาคม 2562 เวลา 13:16:07 น.
3,1090550254,90030003,550254,ชุมชนวัดควนมีด,Chumchonwatkhuanmeet,นายสุพล บทจร,อนุบาล-ประถมศึกษา,,หมู่ 2 ควนมีด,คลองเปียะ,จะนะ,สงขลา,90130,supol52@gmail.com,,คลองเปียะ,74477152,74477152,พ.ศ.2466,25,10,ขนาดกลาง,มีไฟฟ้า,24,313,11,25 มิถุนายน 2562 เวลา 14:19:00 น.
4,1090550256,90030004,550256,วัดช่องเขา,Watchongkao,นางพรพรรณ พิรุณ,อนุบาล-ประถมศึกษา,,หมู่ 4 ช่องเขา,คลองเปียะ,จะนะ,สงขลา,90130,namfar_l2ain@hotmail.com,,คลองเปียะ,935751458,,9 กุมภาพันธ์ 2475,30,8,ขนาดเล็ก,มีไฟฟ้า,20,112,8,18 มิถุนายน 2562 เวลา 08:35:14 น.
5,1090550259,90030005,550259,บ้านควนหัวช้าง,bankuahuachang,นางสารภี อ่อนรอด,อนุบาล-ประถมศึกษา,,หมู่ 6 ควนหัวช้าง,คลองเปียะ,จะนะ,สงขลา,90130,sayporn_01@hotmail.com,,คลองเปียะ,094-5961496,,,30,15,ขนาดเล็ก,มีไฟฟ้า,10,44,9,19 มิถุนายน 2561 เวลา 09:45:30 น.
6,1090550249,90030006,550249,บ้านคูศักดิ์สิทธิ์,Bankhusagsite school,นางศรัยฉัตร มงคลศิริ,อนุบาล-ประถมศึกษา,,หมู่ 4 บ้านคูศักดิ์สิทธิ์,คู,จะนะ,สงขลา,90130,khusagsite@hotmail.com,,คู,811892121,,1 มิถุนายน 2484,15,11,ขนาดกลาง,มีไฟฟ้า,15,218,9,13 มิถุนายน 2562 เวลา 09:25:05 น.
7,1090550272,90030007,550272,วัดนาปรือ,watnaphrue,นางวานิต สุวรรณ์น้อย,อนุบาล-ประถมศึกษา,วัดหลวงสร้างนางขาว,หมู่ 8 นาปรือ,คู,จะนะ,สงขลา,90130,-,-,คู,818966286,-,1 สิงหาคม 2480,25,5,ขนาดเล็ก,มีไฟฟ้า,9,75,9,17 มิถุนายน 2562 เวลา 09:21:00 น.
8,1090550276,90030008,550276,บ้านโหนด,bannod,นายบรรจบ คงจันทร์,อนุบาล-ประถมศึกษา,,หมู่ 9 ปลักพ้อ,คู,จะนะ,สงขลา,90130,bannodjana@hotmail.com,,คู,74300255,,2505,16,6,ขนาดเล็ก,มีไฟฟ้า,10,96,9,19 มิถุนายน 2562 เวลา 12:18:45 น.
9,1090550252,90030009,550252,บ้านทุ่งครก,Bantungkroug,นางทิวาภรณ์ มุทะจันทร์,อนุบาล-ประถมศึกษา,,หมู่ 5 ทุ่งครก,แค,จะนะ,สงขลา,90130,school_083@sk3.go.th,,แค,74300254,,2517,15,15,ขนาดเล็ก,มีไฟฟ้า,5,27,8,13 มิถุนายน 2562 เวลา 12:58:26 น.
10,1090550248,90030010,550248,บ้านแค,Bankae,นางสาววัชรี ยกรัตน์,อนุบาล-ประถมศึกษา,,หมู่ 3 บ้านแค,แค,จะนะ,สงขลา,90130,ban.kaa@hotmail.com,,แค,74499517,,9 พฤษภาคม 2481,12,12,ขนาดกลาง,มีไฟฟ้า,13,189,9,24 มิถุนายน 2562 เวลา 14:04:00 น.
11,1090550250,90030011,550250,บ้านคูนายสังข์,Khunaisang,นางพนารัตน์ เสนเกตุ,อนุบาล-มัธยมศึกษาตอนต้น,,หมู่ 6 บ้านคูนายสังข์,แค,จะนะ,สงขลา,90130,khunaisang@hotmail.com,,แค,74300111,74300111,11 กรกฎาคม 2484,20,22,ขนาดกลาง,มีไฟฟ้า,19,167,11,24 มิถุนายน 2562 เวลา 22:29:07 น.
12,1090550245,90030012,550245,บ้านเขาจันทร์,Bankhowjan,นายศุภเชษฐ์ กาญจนมณี,อนุบาล-ประถมศึกษา,,หมู่ 10 บ้านเขาจันทร์,จะโหนง,จะนะ,สงขลา,90130,bankhowjan@gmail.com,,จะโหนง,74300112,,1 พฤษภาคม 2521,45,20,ขนาดเล็ก,มีไฟฟ้า,13,84,9,24 มิถุนายน 2562 เวลา 10:03:05 น.
13,1090550239,90030013,550239,ชุมชนบ้านจะโหนงมิตรภาพที่ 222,Chumchonbanjahnongmitrapabtee 222,นายเยี่ยมศักดิ์ สุวรรณ์,ประถมศึกษา,,หมู่ 7 บ้านต้นชะเมา,จะโหนง,จะนะ,สงขลา,90130,banchanong222xyz@gmail.com,,จะโหนง,74300113,,31/12/2433,40,20,ขนาดเล็ก,มีไฟฟ้า,7,50,6,26 มิถุนายน 2562 เวลา 14:23:47 น.
