1,1010720019,10010001,720019,วัดชนะสงคราม,Watchanasongkram,นางสาวสุปราณี อุปรา,อนุบาล-ประถมศึกษา,,หมู่ - บางลำภู เลขที่ 77/1,ชนะสงคราม,เขตพระนคร,กรุงเทพมหานคร,10200,,www.watchanasongkram.ac.th/,กรุงเทพมหานคร,20436548,22820168,,15,1,ขนาดกลาง,มีไฟฟ้า,26,202,9,11 มีนาคม 2562 เวลา 14:59:09 น.
2,1010720007,10010002,720007,อนุบาลวัดปรินายก,Anuban parinayok school,-,อนุบาล-ประถมศึกษา,,หมู่ 1/1,บ้านพานถม,เขตพระนคร,กรุงเทพมหานคร,10200,parinayok180595@gmail.com,www.parinayok.ac.th,พระนคร,"022816104, 0228",22822091,,30,30,ขนาดเล็ก,มีไฟฟ้า,55,446,24,31 ตุลาคม 2562 เวลา 10:01:00 น.
3,1010720023,10010003,720023,พระตำหนักสวนกุหลาบ,Phratumnuksuankularb,นางจินดา สรรประสิทธิ์,อนุบาล-มัธยมศึกษาตอนต้น,,หมู่ 0 0,พระบรมมหาราชวัง,เขตพระนคร,กรุงเทพมหานคร,10200,phratumnuk@windowsilve.com,www.phratumnuk.ac.th,พระนคร,"022226561, 022",22226557,02/04/2525,6.1,3.2,ขนาดใหญ่,มีไฟฟ้า,95,836,39,24 พฤษภาคม 2560 เวลา 16:20:07 น.
4,1010720003,10010004,720003,ราชวินิต,Rachawinit,นางสุพรรัตน์ สัตตธนชัยภัทร,ประถมศึกษา-มัธยมศึกษาตอนปลาย,,หมู่ 0 0,ดุสิต,เขตดุสิต,กรุงเทพมหานคร,10300,rachawinit1@gmail.com,www.rachawinit.ac.th,สำนักงานเขตดุสิต,"022812156, 0228",22829828,18/06/2511,5,1.5,ขนาดใหญ่พิเศษ,มีไฟฟ้า,184,2474,78,03 มิถุนายน 2562 เวลา 21:56:57 น.
5,1010720004,10010005,720004,ทีปังกรวิทยาพัฒน์(วัดโบสถ์)ในพระราชูปถัมภ์ฯ,Dipangkornwittayapat (Watbot) Under Royal Patronage School,นางสุนิพา ไชยหงษ์,อนุบาล-ประถมศึกษา,,หมู่ - 658/1,ดุสิต,เขตดุสิต,กรุงเทพมหานคร,10300,school_tp2553@hotmail.ccom,www.tp-school.ac.th,ดุสิต,"022438565,022411581",22411581,10/03/2475,8,3,ขนาดกลาง,มีไฟฟ้า,37,413,17,31 ตุลาคม 2562 เวลา 14:18:04 น.
6,1010720016,10010006,720016,วัดพลับพลาชัย,Plubpla School,ว่าที่ร้อยโทชวลิต วิชาดี,อนุบาล-ประถมศึกษา,,หมู่ - -,ป้อมปราบ,เขตป้อมปราบศัตรูพ่าย,กรุงเทพมหานคร,10100,plubpla.school@hotmail.com,plubpla.ac.th,ป้อมปราบศัตรูพ่าย,22247635,22242637,18 สิงหาคม 2504,7,2,ขนาดใหญ่,มีไฟฟ้า,60,715,26,30 มิถุนายน 2562 เวลา 21:10:10 น.
7,1010720005,10010007,720005,วัดโสมนัส,sommanas,นางสาวอารมณ์ เผือกอ่ำ,อนุบาล-ประถมศึกษา,,หมู่ - เลขที่ 646/2,วัดโสมนัส,เขตป้อมปราบศัตรูพ่าย,กรุงเทพมหานคร,10100,nuan_107@hotmail.com,www.watsommanasschool.ac.th,ป้อมปราบศัตรูพ่าย,22810792,22820881,16 สิงหาคม 2475,5,1,ขนาดกลาง,มีไฟฟ้า,32,293,17,04 กุมภาพันธ์ 2563 เวลา 11:54:22 น.
8,1010720035,10010008,720035,ประถมนนทรี,Prathomnonsee,นายชาตรี นามคุณ,อนุบาล-ประถมศึกษา,,หมู่ 66/1 โรงเรียนประถมนนทรี,ช่องนนทรี,เขตยานนาวา,กรุงเทพมหานคร,10120,p_nonsee@hotmail.co.th,www.Prathomnonsee.ac.th,,22400697,22406097,10/01/2510,30,10,ขนาดกลาง,มีไฟฟ้า,27,381,21,04 มิถุนายน 2561 เวลา 10:24:03 น.
9,1010720037,10010009,720037,วัดด่าน,watdanschool,นายชัยวุฒิ พิชญบุตร,อนุบาล-ประถมศึกษา,,หมู่ - - 872/5,บางโพงพาง,เขตยานนาวา,กรุงเทพมหานคร,10120,watdan_school@hotmail.com,www.watdanschool.com,ยานนาวา,22843047,22948990,24/06/2498,15,5,ขนาดเล็ก,มีไฟฟ้า,22,296,11,14 มิถุนายน 2562 เวลา 12:13:11 น.
10,1010720018,10010010,720018,มหาวีรานุวัตร,Mahaweeranuwat,-,อนุบาล-ประถมศึกษา,,หมู่ - เลขที่ 661,ตลาดน้อย,เขตสัมพันธวงศ์,กรุงเทพมหานคร,10100,Mahaweeranuwat@hotmail.,www.mahawee.ac.th,1,22218936,22263280,05/07/2505,4,1,ขนาดกลาง,มีไฟฟ้า,19,297,10,01 กรกฎาคม 2562 เวลา 08:34:25 น.
11,1010720020,10010011,720020,วัดชัยชนะสงคราม(วัดตึก),watchaichanasongkram,นายเลิศล้ำ ตระกูลสุข,อนุบาล-ประถมศึกษา,,หมู่,สัมพันธวงศ์,เขตสัมพันธวงศ์,กรุงเทพมหานคร,10100,wattuekschool@hotmail.com,www.watchai School.,เขตป้อมปราบฯ,22213879,22223861,29 มิถุนายน 2504,10,5,ขนาดกลาง,มีไฟฟ้า,20,186,9,01 กรกฎาคม 2562 เวลา 17:32:27 น.
12,1010720013,10010012,720013,อนุบาลสามเสนฯ,Anubansamsen School,นายรักไทย ธนวุฒิกุล,อนุบาล-ประถมศึกษา,,หมู่ - 302/342,สามเสนใน,เขตพญาไท,กรุงเทพมหานคร,10400,anubansamsen@hotmail.co.th,www.abss.ac.th,สำนักงานเขตราชเทวี,22790415,22790415,1 มิถุนายน 2514,5,4,ขนาดใหญ่,มีไฟฟ้า,71,1140,33,23 มีนาคม 2560 เวลา 13:58:40 น.
13,1010720032,10010013,720032,ทุ่งมหาเมฆ,TUNGMAHAMEK,นางสุดารัตน์ พลแพงพา,อนุบาล-ประถมศึกษา,,หมู่ 13,ทุ่งวัดดอน,เขตสาทร,กรุงเทพมหานคร,10120,infor@tungmahamek.ac.tn,www.tungmahamek.ac.th,สาทร,22861748,22873240,18/05/2507,10,3,ขนาดใหญ่,มีไฟฟ้า,62,709,27,20 มิถุนายน 2562 เวลา 08:55:26 น.
14,1010720022,10010014,720022,วัดเวตวันธรรมาวาส,WATWETAWANTHUMMAWAT,นางวรุฬรัตน์ ภัทรกุลบดินทร์,อนุบาล-ประถมศึกษา,,หมู่ - 188,บางซื่อ,เขตบางซื่อ,กรุงเทพมหานคร,10800,wetawan_school@yahoo.co,http://www.wetawanschool.com/index.php,บางซื่อ,25850518,25850518,1 มิถุนายน 2483,15,3,ขนาดใหญ่,มีไฟฟ้า,49,539,20,14 กรกฎาคม 2560 เวลา 08:50:24 น.
15,1010720036,10010015,720036,สายน้ำทิพย์,SAINAMTIP,นางกมัยธร สัจจา,อนุบาล-ประถมศึกษา,,หมู่ - -,คลองตัน,เขตคลองเตย,กรุงเทพมหานคร,10110,sainamtip293@gmail.com,www.sainamtip.ac.th,คลองเตย,22582232,22614558,18 สิงหาคม 2504,10,3,ขนาดใหญ่,มีไฟฟ้า,76,969,42,06 มิถุนายน 2561 เวลา 07:42:59 น.
16,1010720033,10010016,720033,ดาราคาม,darakam,นางนุชนาฏ เจริญสุข,อนุบาล-ประถมศึกษา,,หมู่ - -,พระโขนง,เขตคลองเตย,กรุงเทพมหานคร,10110,anntip.love@hotmail.com,www.darakam.ac.th,-,23912422,23814265,3 กรกฎาคม 2505,80,30,ขนาดกลาง,มีไฟฟ้า,35,359,21,24 ตุลาคม 2562 เวลา 16:01:25 น.
