1,1081010002,81010002,10002,บ้านเขาตั้ง,Bankaotang,นายโอภาส คงภักดี,อนุบาล-ประถมศึกษา,,หมู่ 8 บ้านเขาตั้ง,กระบี่น้อย,เมืองกระบี่,กระบี่,81000,kaotang2009@hotmail.com,http://data.bopp-obec.info/web/?School_ID=1081010002,เทศบาลตำบลกระบี่น้อย,75600736,-,2484,16,15,ขนาดกลาง,มีไฟฟ้า,13,138,8,28 มิถุนายน 2561 เวลา 13:35:01 น.
2,1081010003,81010003,10003,ทุ่งพะยอม,THUNGPAYOM SCHOOL,นายภาณุวัฒน์ วิยะรัตนกุล,อนุบาล-ประถมศึกษา,,หมู่ 9 สองแพรก,กระบี่น้อย,เมืองกระบี่,กระบี่,81000,thungpayom@gmail.com,www.facebook.com/thungpayom,เทศบาลตำบลกระบี่น้อย,75652812,-,2482,15,13,ขนาดเล็ก,มีไฟฟ้า,7,59,8,22 พฤษภาคม 2562 เวลา 09:02:18 น.
3,1081010004,81010004,10004,บ้านนานอก,bannanok,นายณรงค์ กลิ้งเล็ก,อนุบาล-ประถมศึกษา,,หมู่ 11 บ้านนานอก,กระบี่น้อย,เมืองกระบี่,กระบี่,81000,-,data.bopp-obec.info/web/?School_ID=1081010004,เทศบาลตำบลกระบี่น้อย,75701052,-,พ.ศ.2499,7,6.5,ขนาดกลาง,มีไฟฟ้า,14,205,9,31 พฤษภาคม 2561 เวลา 15:36:30 น.
4,1081010005,81010005,10005,บ้านน้ำจาน,Bannamjan,นายบุตรชา ส่งกลิ่นจันทร์,อนุบาล-ประถมศึกษา,,หมู่ 2 บ้านน้ำจาน,กระบี่น้อย,เมืองกระบี่,กระบี่,81000,ฺBannamjan.school@gmail.com,data.bopp-obec.info/web/index.php?School_ID=1081010005,เทศบาลตำบลกระบี่น้อย,75650572,-,2490,10,10,ขนาดกลาง,มีไฟฟ้า,11,122,9,26 มิถุนายน 2562 เวลา 14:08:19 น.
5,1081010007,81010006,10007,วัดโพธิ์เรียง,watporeang,นางมณทิพย์ บุญมณี,อนุบาล-มัธยมศึกษาตอนต้น,,หมู่ 3 โพธิ์เรียง,กระบี่น้อย,เมืองกระบี่,กระบี่,81000,watporeang@hotmail.com,http://data.bopp-obec.info/web/?School_ID=1081010007,กระบี่น้อย,75652793,75652793,1 พค 2477,16,15,ขนาดกลาง,มีไฟฟ้า,19,350,11,08 มิถุนายน 2560 เวลา 15:11:46 น.
6,1081010008,81010007,10008,บ้านหว่างคลอง,BANWANGKLONG,นางสาวสุคนธ์ฑา สินธุรัตน์,อนุบาล-ประถมศึกษา,,หมู่ 4 บ้านหว่างคลองแขก,กระบี่น้อย,เมืองกระบี่,กระบี่,81000,krabi192@yahoo,data.bopp-obec.info/web/?School_ID=1081010008,กระบี่น้อย,75817349,-,2442,25,24,ขนาดเล็ก,มีไฟฟ้า,5,60,8,21 พฤษภาคม 2561 เวลา 11:09:37 น.
7,1081010029,81010008,10029,บ้านเขาคราม(ศรีจันทร์อุทิศ),khaokram,นางพรรณวไล ศิริรักษ์,อนุบาล-ประถมศึกษา,,หมู่ 4 เขาไม้แก้ว,เขาคราม,เมืองกระบี่,กระบี่,81000,khaokram2017@hotmail.com,-,อบต.บ้านเขาคราม,,-,16 พฤษภาคม 2517,23,25,ขนาดเล็ก,มีไฟฟ้า,5,53,8,11 กรกฎาคม 2562 เวลา 15:21:10 น.
8,1081010032,81010009,10032,ชุมชนบ้านทุ่ง,Chumchonbanthung,นางจินตนา สุขย้อย,อนุบาล-ประถมศึกษา,,หมู่ 1 บ้านทุ่ง,เขาคราม,เมืองกระบี่,กระบี่,81000,chbanthung@gmail.com,data.bopp-obec.info/web/?School_ID=1081010032,อบต.เขาคราม,75694224,75694224,2488,23,21,ขนาดกลาง,มีไฟฟ้า,19,293,9,24 มิถุนายน 2562 เวลา 11:05:40 น.
9,1081010033,81010010,10033,ทุ่งต้นปีก,Thungtonpek,นางนวรัตน์ ปรีชา,อนุบาล-ประถมศึกษา,,หมู่ 5 เขาขาว,เขาคราม,เมืองกระบี่,กระบี่,81000,kbtonpek@gmail.com,data.bopp-obec.info/web/?School_ID=1081010033,องค์การบริหารส่วนตำบลเขาคราม,75603468,,21042512,25,27,ขนาดกลาง,มีไฟฟ้า,14,155,8,08 พฤศจิกายน 2562 เวลา 12:43:42 น.
10,1081010037,81010011,10037,บ้านหนองจิก,Bannongjig,นายมนพภรณ์ เกิดสุข,อนุบาล-ประถมศึกษา,,หมู่ 2 หนองจิก,เขาคราม,เมืองกระบี่,กระบี่,81000,nongjigschool2555@gmail.com,data.bopp-obec.info/web/?School_ID=1081010037,เขาคราม,75600915,,15 ธันวาคม 2505,25,25,ขนาดกลาง,มีไฟฟ้า,9,110,8,05 มิถุนายน 2560 เวลา 13:48:16 น.
