1,1042520171,42010149,520171,บ้านกกจาน,kokgan,นางนิภาพรรณ ออมิตา,อนุบาล-ประถมศึกษา,,หมู่ 7 กกจาน,กกสะทอน,ด่านซ้าย,เลย,42120,kokganschool@gmail.com,,กกสะทอน,42035371,,2 พฤศจิกายน 2491,57,42,ขนาดเล็ก,มีไฟฟ้า,8,33,8,05 พฤศจิกายน 2562 เวลา 11:00:55 น.
2,1042520172,42010150,520172,บ้านน้ำหมัน,namman,ว่าที่ร้อยโทบรรจง บุญทัน,อนุบาล-ประถมศึกษา,,หมู่ 1 น้ำหมัน,กกสะทอน,ด่านซ้าย,เลย,42120,namman60@gmail.com,,กกสะทอน,42309245,,29/06/2510,50,35,ขนาดเล็ก,มีไฟฟ้า,10,48,8,08 พฤศจิกายน 2562 เวลา 11:50:22 น.
3,1042520173,42010151,520173,บ้านห้วยมุ่น,HUAIMUN SCHOOL,นายพิฆเนศ พาคำ,อนุบาล-ประถมศึกษา,,หมู่ 5 ห้วยมุ่น,กกสะทอน,ด่านซ้าย,เลย,42120,pasipu2@gmail.com,,กกสะทอน,864456012,-,2501,55,40,ขนาดกลาง,มีไฟฟ้า,21,339,12,29 พฤษภาคม 2562 เวลา 13:24:16 น.
4,1042520174,42010152,520174,เย็นศิระบ้านหมากแข้ง,yensirabanmarkkhang,ว่าที่ร้อยตรีบุญมี สีซุย เบอร์โทรศัพท์ 090-4500190,อนุบาล-มัธยมศึกษาตอนต้น,,หมู่ 4 เย็นศิระบ้านหมากแข้ง,กกสะทอน,ด่านซ้าย,เลย,42120,artist.phantachai@gmail.com,www.yensira.net,กกสะทอน,42039247,-,,47,47,ขนาดกลาง,มีไฟฟ้า,19,114,11,19 มกราคม 2561 เวลา 10:29:23 น.
5,1042520175,42010153,520175,บ้านตูบค้อ,tubkho,นายสุวิทย์ สามารถ,อนุบาล-ประถมศึกษา,,หมู่ 6 ตูบค้อ,กกสะทอน,ด่านซ้าย,เลย,42120,tobkuk2555@hotmail.com,,กกสะทอน,42884131,,2525,59,45,ขนาดกลาง,มีไฟฟ้า,14,140,8,10 มิถุนายน 2562 เวลา 15:02:44 น.
6,1042520168,42010154,520168,บ้านน้ำเย็น,Bannamyen School,-,อนุบาล-มัธยมศึกษาตอนต้น,,หมู่ 2 น้ำเย็น,กกสะทอน,ด่านซ้าย,เลย,42120,namyen4201@gmail.com,data.bopp-obec.info/web/?School_ID=1042520168,กกสะทอน,872054059,-,2499,35,20,ขนาดกลาง,มีไฟฟ้า,17,130,11,05 มกราคม 2561 เวลา 08:26:23 น.
7,1042520169,42010155,520169,บ้านแก่งครก,Bangangkrog,นายศุภชัย ประสิทธิ์ไทย,อนุบาล-ประถมศึกษา,,หมู่ 9 แก่งครก,กกสะทอน,ด่านซ้าย,เลย,42120,gangkrogschool@gmail.com,-,กกสะทอน,42870118,-,พ.ศ.2513,33,18,ขนาดเล็ก,มีไฟฟ้า,4,16,5,18 มกราคม 2561 เวลา 22:31:38 น.
8,1042520170,42010156,520170,บ้านนาหว้าน้อย,Ban Nawanoi school,นายนิคม แก้วเขียว,อนุบาล-ประถมศึกษา,,หมู่ 3 นาหว้าน้อย,กกสะทอน,ด่านซ้าย,เลย,42120,ponbody@hotmail.com,data.bopp-obec.info/web/?School_ID=1042520170,กกสะทอน,42870171,-,2514,35,22,ขนาดเล็ก,มีไฟฟ้า,5,29,9,30 ตุลาคม 2562 เวลา 07:37:02 น.
9,1042520154,42010157,520154,บ้านโคกงาม,Ban Khok ngam,นายปรีชา ทัพใหญ่,อนุบาล-ประถมศึกษา,,หมู่ 1 โคกงาม,โคกงาม,ด่านซ้าย,เลย,42120,supreeneetomtam@gmail.com,,โคกงาม,42078076,42078076,18/06/2489,0.5,15,ขนาดกลาง,มีไฟฟ้า,19,266,8,10 มิถุนายน 2562 เวลา 11:20:44 น.
10,1042520155,42010158,520155,บ้านห้วยตาด,huttad,นางนงนุช แก้วไชยะ,อนุบาล-ประถมศึกษา,,หมู่ 2 ห้วยตาด,โคกงาม,ด่านซ้าย,เลย,42120,,http://www.loei3.org/banhuttad,โคกงาม,42884070,,2489,7,7,ขนาดเล็ก,มีไฟฟ้า,6,24,8,01 มิถุนายน 2561 เวลา 10:26:01 น.
