1,1072630155,72030001,630155,วัดกาบบัว,watkabbau,นางสาวบังอร ศรีดำ,อนุบาล-ประถมศึกษา,,หมู่ 6 กาบบัว,เขาดิน,เดิมบางนางบวช,สุพรรณบุรี,72120,watkabbau@gmail.com,,เทศบาลตำบลเขาดิน,861655776,,18/09/2482,20,20,ขนาดกลาง,มีไฟฟ้า,7,121,9,07 พฤษภาคม 2561 เวลา 15:01:53 น.
2,1072630156,72030002,630156,วัดปากดงท่าศาล,phadongthasan,นายสุชาติ อินทรศักดิ์,อนุบาล-ประถมศึกษา,เซิมโพธิ์,หมู่ 2 ปากดงท่าศาล,เขาดิน,เดิมบางนางบวช,สุพรรณบุรี,72120,,,เขาดิน,035-433530,,7 เดือน พฤศจิกายน พ.ศ. 2496,15,15,ขนาดเล็ก,มีไฟฟ้า,12,153,8,17 มิถุนายน 2562 เวลา 14:02:32 น.
3,1072630177,72030003,630177,วัดกร่างสามยอด,GRANGSAMYOD,-,อนุบาล-ประถมศึกษา,,หมู่ 9 กร่างสามยอด,เขาดิน,เดิมบางนางบวช,สุพรรณบุรี,72120,grangsamyod065@gmail.com,@suphan 3.go.th,เขาดิน,35440030,-,24 กันยายน 2481,15,12,ขนาดเล็ก,มีไฟฟ้า,9,70,9,13 มิถุนายน 2561 เวลา 12:43:45 น.
4,1072630132,72030004,630132,อนุบาลเดิมบางนางบวช(วัดท่าช้าง),Anubandoembangnangbuat(watthachang),ดร.ธานี อำภาวงษ์,อนุบาล-ประถมศึกษา,,หมู่ 5 ท่าช้าง,เขาพระ,เดิมบางนางบวช,สุพรรณบุรี,72120,thachang.sc@gmail.com,www.http://data.bopp-obec.info/web/?School_ID=1072630132,เขาพระ,35578508,35578508,28 สิงหาคม 2464,3,4,ขนาดใหญ่,มีไฟฟ้า,83,1106,37,13 พฤศจิกายน 2562 เวลา 19:50:30 น.
5,1072630133,72030005,630133,วัดกำมะเชียร,Watkummachien,นางมณฑาทิพย์ จงชาญสิทโธ,อนุบาล-ประถมศึกษา,,หมู่ 6 กำมะเชียร,เขาพระ,เดิมบางนางบวช,สุพรรณบุรี,72120,,www.kmc.ac.th,เขาพระ,35469567,,01/08/2465,2,4,ขนาดกลาง,มีไฟฟ้า,8,138,9,24 ตุลาคม 2562 เวลา 18:53:03 น.
6,1072630134,72030006,630134,วัดเขาพระ,watkaopra,นายนพรัตน์ ภักมี,อนุบาล-ประถมศึกษา,,หมู่ 2 เขาพระ,เขาพระ,เดิมบางนางบวช,สุพรรณบุรี,72120,,,อบต.เขาพระ,035-578498,,2465,1,1,ขนาดเล็ก,มีไฟฟ้า,7,29,8,20 มิถุนายน 2562 เวลา 18:43:44 น.
7,1072630149,72030008,630149,วัดวังกุลา,WUNGKULA,นางรัตนา อินทรกสิกร,อนุบาล-ประถมศึกษา,,หมู่ 11 วังกุลา,เขาพระ,เดิมบางนางบวช,สุพรรณบุรี,72120,db_wungkula@suphan3.go.,202.143.156.181/watwungkula/,อบต.เขาพระ,35468028,-,27 พฤษภาคม 2492,8,5,ขนาดเล็ก,มีไฟฟ้า,9,103,9,25 มิถุนายน 2561 เวลา 16:27:31 น.
8,1072630178,72030009,630178,วัดหนองกรด,NONGKROD,นายธวัชชัย หมื่นไธสง,อนุบาล-ประถมศึกษา,,หมู่ 6 หนองกรด,โคกช้าง,เดิมบางนางบวช,สุพรรณบุรี,72120,nongkrod_school@hotmail.com,,โคกช้าง,440035,,10/06/2482,15,11,ขนาดเล็ก,มีไฟฟ้า,7,20,8,25 สิงหาคม 2562 เวลา 17:27:43 น.
9,1072630179,72030010,630179,บ้านหนองตาแก้ว,BANNONGTAKAEW,นางสาวสมหมาย สวนดอกไม้,อนุบาล-ประถมศึกษา,,หมู่ 4 หนองตาแก้ว,โคกช้าง,เดิมบางนางบวช,สุพรรณบุรี,72120,,,โคกช้าง,440034,,2506,20,17,ขนาดกลาง,มีไฟฟ้า,13,118,9,22 มิถุนายน 2561 เวลา 12:23:19 น.
10,1072630150,72030011,630150,วัดสามเอก,WATSAMEK,นายปรีชา มั่นปาน,อนุบาล-มัธยมศึกษาตอนต้น,,หมู่ 1 สามเอก,โคกช้าง,เดิมบางนางบวช,สุพรรณบุรี,72120,kok.2521@hotmail.com,-,โคกช้าง,984390500,-,25 กันยายน 2478,12,10,ขนาดเล็ก,มีไฟฟ้า,12,67,11,10 มิถุนายน 2562 เวลา 12:54:13 น.
11,1072630141,72030012,630141,วัดเดิมบาง,Watdoembang,นางลัดดา เพ็งผล,อนุบาล-ประถมศึกษา,,หมู่ 1 เดิมบาง,เดิมบาง,เดิมบางนางบวช,สุพรรณบุรี,72120,-,www.watdermbangschool.com,เดิมบาง,355960182,35960182,14 พฤศจิกายน 2473,3,3,ขนาดเล็ก,มีไฟฟ้า,11,78,8,03 เมษายน 2562 เวลา 15:10:49 น.
12,1072630142,72030013,630142,วัดท่าเตียน,watthatian,-,อนุบาล-ประถมศึกษา,,หมู่ 4 ท่าเตียน,เดิมบาง,เดิมบางนางบวช,สุพรรณบุรี,72120,Watthatainschool2560@gmail.com,data.bopp-obec.info/web/index.php?School_ID=1072630142,เดิมบาง,35969855,,25 กันยายน 2478,7,5,ขนาดเล็ก,มีไฟฟ้า,9,54,8,14 พฤศจิกายน 2562 เวลา 09:55:58 น.
13,1072630143,72030014,630143,บ้านแหลมสะแก,baanlemsakae,นายธีรยุทธ์ ลิ้มรัตนปัญญา,อนุบาล-ประถมศึกษา,,หมู่ 3 แหลมสะแก,เดิมบาง,เดิมบางนางบวช,สุพรรณบุรี,72120,teerayut1961@gmail.com,,เดิมบาง,35430078,35430078,11 กันยายน 2482,13,15,ขนาดเล็ก,มีไฟฟ้า,8,62,9,22 กรกฎาคม 2562 เวลา 09:07:14 น.
14,1072630175,72030016,630175,วัดคูเมือง,Watkoomuang,นางวันทนา กาญจนพาที,อนุบาล-ประถมศึกษา,,หมู่ 2 บ้านคูเมือง,ทุ่งคลี,เดิมบางนางบวช,สุพรรณบุรี,72120,db_Watkoomuang,http://Watkoomuang@Yaho,ทุ่งคลี,035-440042,,พ.ศ.2485,22,21,ขนาดเล็ก,มีไฟฟ้า,11,61,9,25 มิถุนายน 2561 เวลา 11:07:32 น.
15,1072630176,72030017,630176,วัดวุ้งสุทธาวาส,watwungsutthawas,นางสาวฐิติมา โพธิ์พยัคฆ์,อนุบาล-ประถมศึกษา,,หมู่ 7 ก้นวุ้ง,ทุ่งคลี,เดิมบางนางบวช,สุพรรณบุรี,72120,watwungsutthawas2562@gmail.com,watwung.myreadyweb.com,เทศบาลตำบลทุ่งคลี,097-1872459,-,9 กรกฎาคม 2502,17,17,ขนาดเล็ก,มีไฟฟ้า,8,48,9,13 มิถุนายน 2562 เวลา 15:40:10 น.
16,1072630173,72030018,630173,วัดกุ่มโคก,watkhumkok,-,อนุบาล-ประถมศึกษา,,หมู่ 5 กุ่มโคก,ทุ่งคลี,เดิมบางนางบวช,สุพรรณบุรี,72120,khumkok2477@gmail.com,data.bopp-obec.info/web/?School_ID=1072630173,ทุ่งคลี,35468426,-,8 กรกฏาคม 2477,15,10,ขนาดเล็ก,มีไฟฟ้า,9,102,9,25 ตุลาคม 2562 เวลา 09:24:49 น.
