1,1031260243,31030001,260243,วัดก้านเหลือง,watkanluang,นายสถิตย์ จีนประสพ,อนุบาล-ประถมศึกษา,,หมู่ 4 หนองเสม็ด,ก้านเหลือง,นางรอง,บุรีรัมย์,31110,somsuan2505@gmail.com,www.sites.google.com/site/watkanluang1/home,ก้านเหลือง,-,-,2475,25,25,ขนาดกลาง,มีไฟฟ้า,12,182,8,27 มิถุนายน 2562 เวลา 14:54:27 น.
2,1031260244,31030002,260244,บ้านโคกยางหนองถนน,Bankokyangnongtanon,นายวีรศักดิ์ พงศ์พิพัฒน์ชัย,อนุบาล-ประถมศึกษา,,หมู่ 3 หนองถนน,ก้านเหลือง,นางรอง,บุรีรัมย์,31110,konkyang2562@gmail.com,https://data.bopp-obec.info/web/?School_ID=1031260244,ก้านเหลือง,895790792,-,10 มีนาคม 2518,15,12,ขนาดกลาง,มีไฟฟ้า,11,128,9,23 ธันวาคม 2562 เวลา 14:30:06 น.
3,1031260245,31030003,260245,บ้านหนองหญ้าวัว,nongyawua,นายประดิษฐ์ เอี่ยมไธสง,อนุบาล-ประถมศึกษา,,หมู่ 7 หนองหญ้าวัว,ก้านเหลือง,นางรอง,บุรีรัมย์,31110,nongyawoa_brm3@hotmail.com,,ก้านเหลือง,44119169,,20 เม.ย. 2513,28,27,ขนาดเล็ก,มีไฟฟ้า,11,77,9,12 พฤษภาคม 2560 เวลา 09:45:50 น.
4,1031260246,31030004,260246,บ้านหนองปรือ,bannongprue,นายศิริศักดิ์ สัตย์ฌุชนม์,อนุบาล-ประถมศึกษา,,หมู่ 5 บ้านหนองปรือ,ก้านเหลือง,นางรอง,บุรีรัมย์,31110,,,ก้านเหลือง,44,,1 พฤษภาคม 2518,34,30,ขนาดเล็ก,มีไฟฟ้า,8,84,9,21 มิถุนายน 2561 เวลา 10:08:42 น.
5,1031260249,31030005,260249,บ้านเสลา,bansalao,นายมนตรี แก้วมะเริง,อนุบาล-ประถมศึกษา,,หมู่ 12 บ้านหนองโพธิ์,ชุมแสง,นางรอง,บุรีรัมย์,31110,,https://sites.google.com/site/bansalaoschool/home,ชุมแสง,-,,พ.ศ.2516,25,25,ขนาดเล็ก,มีไฟฟ้า,11,101,8,28 ตุลาคม 2562 เวลา 10:38:05 น.
6,1031260253,31030006,260253,บ้านทุ่งโพธิ์,Bantoongpo,นายคมกริช นพรัตน์,อนุบาล-ประถมศึกษา,,หมู่ 1 บุลำดวน,ชุมแสง,นางรอง,บุรีรัมย์,31110,toongpo2477@gmail.com,-,ชุมแสง,44630122,-,10/10/2477,20,20,ขนาดกลาง,มีไฟฟ้า,9,120,9,19 มิถุนายน 2562 เวลา 09:25:43 น.
7,1031260254,31030007,260254,บ้านโคกมะค่า,BANKOKMAKA,นายสงัด เหมือนพร้อม,อนุบาล-มัธยมศึกษาตอนต้น,,หมู่ 11 หนองเจริญสุข,ชุมแสง,นางรอง,บุรีรัมย์,31110,kocmaka@gmail.com,data.bopp-obec.info/web/?school_ID=1031260254,ชุมแสง,810664788,-,20 เมษายน 2483,25,25,ขนาดกลาง,มีไฟฟ้า,17,201,11,27 มิถุนายน 2562 เวลา 15:22:15 น.
8,1031260221,31030008,260221,บ้านถนนหัก (เพียรประจงวิทยา),Bantanonhak,นายโผน คำลอย,อนุบาล-ประถมศึกษา,,หมู่ - ถนนหัก,ถนนหัก,นางรอง,บุรีรัมย์,31110,,http://202.143.189.91/brm31030008/,-,44631399,44631399,2476,5,5,ขนาดกลาง,มีไฟฟ้า,28,418,16,09 พฤษภาคม 2560 เวลา 14:30:09 น.
9,1031260222,31030009,260222,บ้านสวายสอ,Sawaisor,นางวารุณี ก้านแก้ว,อนุบาล-ประถมศึกษา,,หมู่ 9 บ้านสวายสอ,ถนนหัก,นางรอง,บุรีรัมย์,31110,-,-,ถนนหัก,44630074,-,20 เมษายน 2483,12.6,8.6,ขนาดเล็ก,มีไฟฟ้า,6,45,8,27 พฤษภาคม 2561 เวลา 10:26:14 น.
10,1031260223,31030010,260223,ชุมชนบ้านกระเดื่อง (โสภณประชานุกูล),Chumchonbankraduang School,นางอัจฉรา หรั่งแร่,อนุบาล-ประถมศึกษา,,หมู่ 2 กระเดื่อง,ถนนหัก,นางรอง,บุรีรัมย์,31110,Sumsuk1409@obecmail.obec.go.th,-,อบต.ถนนหัก,44632023,-,1/03/2459,3,3,ขนาดกลาง,มีไฟฟ้า,10,134,8,26 ตุลาคม 2562 เวลา 10:15:42 น.
