1,1043660279,43020001,660279,บ้านกุดบง,Bankudbong,-,อนุบาล-ประถมศึกษา,กุดบง,หมู่ 5 โรงเรียนบ้านกุดบง,กุดบง,โพนพิสัย,หนองคาย,43120,43020001@nongkhai2.go.th,www.kudbong.nongkhai2.go.th,อบต.กุดบง,42015229,,พ.ศ. 2490,5,5,ขนาดเล็ก,มีไฟฟ้า,5,73,8,02 สิงหาคม 2562 เวลา 13:42:20 น.
2,1043660280,43020002,660280,บ้านใหม่,Banmai,นายเกษม คำสา,อนุบาล-ประถมศึกษา,กุดบง,หมู่ 3 บ้านใหม่,กุดบง,โพนพิสัย,หนองคาย,43120,43020002@nomgkhai2.go.th,www.bmai.nomgkhai2.go.th,อบต.กุดบง,42089818,-,2479,12,15,ขนาดเล็ก,มีไฟฟ้า,7,71,8,14 สิงหาคม 2562 เวลา 16:24:52 น.
3,1043660281,43020003,660281,บ้านนิคมดงบัง,nicomdongbang,นางอรุณ ภักดีสัจจกุล,อนุบาล-ประถมศึกษา,กุดบง,หมู่ 11 นิคมดงบัง,กุดบง,โพนพิสัย,หนองคาย,43120,43020003@nongkhai2.go.th,www.nicum.nongkhai2.go.th,อบต.กุดบง,,,1 พฤษภาคม 2520,7,8,ขนาดเล็ก,มีไฟฟ้า,7,28,7,03 สิงหาคม 2562 เวลา 13:36:54 น.
4,1043660282,43020004,660282,ชุมชนบ้านโนน-โนนสวรรค์,chumchonbannon-nonsawan,นายนรินทร์ นาบำรุง,อนุบาล-ประถมศึกษา,กุดบง,หมู่ 4 โนน,กุดบง,โพนพิสัย,หนองคาย,43120,43020004@nongkhai2.go.th,www.bnnsw.nongkhai2.go.th,อบต.กุดบง,42430164,-,5/07/2498,10,12,ขนาดเล็ก,มีไฟฟ้า,10,84,9,04 กันยายน 2562 เวลา 13:58:13 น.
5,1043660283,43020005,660283,บ้านโนนฤาษี,Bannonruesri,นายเตียงทอง ชัยจันทา,อนุบาล-ประถมศึกษา,กุดบง,หมู่ 8 บ้านโนนฤาษี,กุดบง,โพนพิสัย,หนองคาย,43120,43020005@nongkhai2.go.th,www.ns.nongkhai2.go.th,อบต.กุดบง,080-6363675,-,11มกราคม2510,13,15,ขนาดกลาง,มีไฟฟ้า,13,130,8,02 สิงหาคม 2562 เวลา 13:40:25 น.
6,1043660284,43020006,660284,บ้านหนองกุ้ง,BanNongKung,นายสุริยา จันทร์เพ็งเพ็ญ,อนุบาล-ประถมศึกษา,กุดบง,หมู่ 2 บ้านหนองกุ้งเหนือ,กุดบง,โพนพิสัย,หนองคาย,43120,1043020006@nongkhai2.go.th,www.nkg.nongkhai2.go.th,อบต.กุดบง,-,-,17/04/2474,15,16,ขนาดเล็ก,มีไฟฟ้า,9,66,8,02 สิงหาคม 2562 เวลา 13:40:10 น.
7,1043660286,43020007,660286,บ้านกลุ่มพัฒนา,Banklumpattana,นางเกศลักษณ์ อภัยภักดิ์,อนุบาล-ประถมศึกษา,กุดบง,หมู่ 10 บ้านกลุ่มพัฒนา,กุดบง,โพนพิสัย,หนองคาย,43120,43020007@nongkhai2.go.th,www.bkn.nongkhai2.go.th,อบต.กุดบง,898618226,0,09/10/2524,14,14,ขนาดเล็ก,มีไฟฟ้า,9,71,8,20 พฤศจิกายน 2562 เวลา 09:48:53 น.
8,1043660287,43020008,660287,บ้านนิคมดงบัง สาขาบ้านนามะเฮียว,,-,อนุบาล-ประถมศึกษา,กุดบง,หมู่ 7 บ้านนามะเฮียว,กุดบง,โพนพิสัย,หนองคาย,43120,,,อบต.กุดบง,,,,5,6,ขนาดเล็ก,มีไฟฟ้า,0,20,8,15 ตุลาคม 2560 เวลา 10:08:18 น.
9,1043660231,43020009,660231,อนุบาลจุมพลโพนพิสัย,Anubaljumpholphonphisai,นายอุดม หวังหมู่กลาง,อนุบาล-ประถมศึกษา,จุมพล,หมู่ 13 จอมทอง,จุมพล,โพนพิสัย,หนองคาย,43120,43020009@nongkhai2.go.th,www.anubaljumphol.nongkhai2.go.th,เทศบาลตำบลโพนพิสัย,42471277,42471277,1 เมษายน 2457,1,0.5,ขนาดใหญ่,มีไฟฟ้า,46,1061,34,06 สิงหาคม 2562 เวลา 14:22:08 น.
10,1043660232,43020010,660232,บ้านเวินร่องถ่อนสามัคคี,woenrongthonsamakki,นายสมควร มั่งมี,อนุบาล-ประถมศึกษา,กุดบง,หมู่ 5 บ้านร่องถ่อน,จุมพล,โพนพิสัย,หนองคาย,43120,wernrong@gmail.com,www.woen.nongkhai2.go.th,อบต.จุมพล,812624699,,1 สิงหาคม 2505,2,3,ขนาดเล็ก,มีไฟฟ้า,9,58,8,26 สิงหาคม 2562 เวลา 22:36:04 น.
11,1043660233,43020011,660233,หมู่บ้านตัวอย่าง,็Hmuban Tawxyang,นายพัชระ งามชัด,อนุบาล-ประถมศึกษา,จุมพล,หมู่ 12 อยู่ดีมีสุข,จุมพล,โพนพิสัย,หนองคาย,43120,43020011@nongkhai2.go.th,www.mbty.nongkhai2.go.th,อบต.จุมพล,,0,2522,13,15,ขนาดกลาง,มีไฟฟ้า,14,170,8,02 สิงหาคม 2562 เวลา 13:44:34 น.
12,1043660234,43020012,660234,บ้านห้วยเปลวเงือก,Huai Plew Ngeuk,นางสาววิภาลินี ไชยเดช,อนุบาล-ประถมศึกษา,จุมพล,หมู่ 7 อ่างเก็บน้ำห้วยเปลวเงือก,จุมพล,โพนพิสัย,หนองคาย,43120,43020012@nongkhai2.go.th,www.huai.nongkhai2.go.th,อบต.จุมพล,862223529,,2515,9,10,ขนาดเล็ก,มีไฟฟ้า,5,59,8,26 สิงหาคม 2562 เวลา 22:50:53 น.
13,1043660235,43020013,660235,บ้านนาตาล,Natal,นายชัชฌาณิศวร์ วิเศษพงศภัทระ,อนุบาล-ประถมศึกษา,จุมพล,หมู่ 21 นาตาล,จุมพล,โพนพิสัย,หนองคาย,43120,43020013@Nongkai2.go.th,www.natan.nongkhai2.go.th,อบต.จุมพล,935193229,-,25 สิงหาคม 2485,15,17,ขนาดเล็ก,มีไฟฟ้า,8,100,8,18 มิถุนายน 2562 เวลา 13:49:09 น.
14,1043660236,43020014,660236,บ้านนาเพียงใหญ่,Napiangyai,นายสุระศักดิ์ เพียสุระ,ประถมศึกษา-มัธยมศึกษาตอนต้น,จุมพล,หมู่ 19 เสริมสุข,จุมพล,โพนพิสัย,หนองคาย,43120,,,อบต. จุมพล,42016034,42016034,29/11/2442,7,6,ขนาดกลาง,มีไฟฟ้า,23,316,12,22 พฤศจิกายน 2562 เวลา 09:42:49 น.
15,1043660237,43020015,660237,บ้านปักหมู,Banpakmoo,นางสุจิตรา ป้องโกเซ,อนุบาล-ประถมศึกษา,จุมพล,หมู่ 11 บ้านปักหมู,จุมพล,โพนพิสัย,หนองคาย,43120,,www.pmo.nongkhai2.go.th,อบต.จุมพล,,,16 พฤษภาคม 2522,21,22,ขนาดเล็ก,มีไฟฟ้า,7,42,8,18 มิถุนายน 2562 เวลา 10:13:08 น.
16,1043660251,43020016,660251,บ้านนาเพียงน้อยนาสมบูรณ์,Napiangnoi-Nasomboon,นายกุหลาบ นางาม,อนุบาล-ประถมศึกษา,จุมพล,หมู่ 9 บ้านนาเพียงน้อย,จุมพล,โพนพิสัย,หนองคาย,43120,npnnsb@gmail.com,www.npn.nongkhai2.go.th,อบต.จุมพล,42430168,-,2498,13,12,ขนาดเล็ก,มีไฟฟ้า,10,85,8,22 ตุลาคม 2562 เวลา 11:18:42 น.
17,1043660285,43020017,660285,ยูเนสโกสัมมนา,Unesco semina,-,อนุบาล-ประถมศึกษา,จุมพล,หมู่ 4 บ้านเดื่อ,จุมพล,โพนพิสัย,หนองคาย,43120,krupong210@gmail.com,www.unesgo.nongkhai2.go.th,อบต.จุมพล,611313492,,พ.ศ. 2483,4,5,ขนาดเล็ก,มีไฟฟ้า,5,30,7,03 สิงหาคม 2562 เวลา 13:38:37 น.
18,1043660245,43020018,660245,ชุมชนบ้านชุมช้าง,Chumchonbanchumchang,นายจรูญ เวียงคำ,อนุบาล-ประถมศึกษา,ชุมช้างบ้านผือ,หมู่ 13 เอราวัณ,ชุมช้าง,โพนพิสัย,หนองคาย,43120,43020018@nongkhai2.go.th,chumchonchumchang.nongkhai2.go.th,อบต.ชุมช้าง,081-9744073,-,10 /11/ 2466,8,6,ขนาดกลาง,มีไฟฟ้า,15,136,8,02 สิงหาคม 2562 เวลา 13:37:10 น.
19,1043660246,43020019,660246,บ้านบัว,Banbua,นายคำล้วน วงษ์สิม,อนุบาล-มัธยมศึกษาตอนต้น,ชุมช้างบ้านผือ,หมู่ 10 หนองกุง,ชุมช้าง,โพนพิสัย,หนองคาย,43120,43020019@nongkai2.go.th,banbua.nongkhai2.go.th,อบต.ชุมช้าง,902596451,,,15,13,ขนาดกลาง,มีไฟฟ้า,24,336,19,24 มิถุนายน 2562 เวลา 10:10:40 น.
