1,1046030471,46030001,30471,นามนราษฎร์สงเคราะห์,NAMONRATSONGKROW,นายบุญโฮม ชัยช่วย,อนุบาล-มัธยมศึกษาตอนต้น,,หมู่ 3 นามน,นามน,นามน,กาฬสินธุ์,46230,-,http://data.bopp-obec.info/web/?School_ID=1046030471,นามน,043-867030,-,29/11/2520,25.8,1,ขนาดกลาง,มีไฟฟ้า,21,445,17,27 ตุลาคม 2562 เวลา 12:57:14 น.
2,1046030472,46030002,30472,บ้านโนนเที่ยง,BANNONTHIENG,นายนิคม จันทร์ช่วย,อนุบาล-มัธยมศึกษาตอนต้น,,หมู่ 2 โนนเที่ยง,นามน,นามน,กาฬสินธุ์,46230,,data.bopp-obec.info/web/?School_ID=1046030472,นามน,043-867026,,29/11/2545,42,2,ขนาดกลาง,มีไฟฟ้า,17,196,11,19 มิถุนายน 2562 เวลา 14:39:50 น.
3,1046030473,46030003,30473,คำยิ่งหมีมณีเวทย์,kumyingmeemaneewat,นางรจนา สังข์ชาตรี,อนุบาล-ประถมศึกษา,,หมู่ 4 คำยิ่งหมี,นามน,นามน,กาฬสินธุ์,46230,,,นามน,043-890093,,06/05/2520,45,3,ขนาดเล็ก,มีไฟฟ้า,6,40,8,25 มิถุนายน 2562 เวลา 16:15:13 น.
4,1046030474,46030004,30474,สามัคคีวิทยาคม,Samakhewitthayakhom,นางวิชชุดา ทัพซ้าย,อนุบาล-ประถมศึกษา,,หมู่ 5 บ้านโนนสามัคคี,นามน,นามน,กาฬสินธุ์,46230,,,นามน,043-867282,,29/11/2442,44,4,ขนาดเล็ก,มีไฟฟ้า,6,78,8,04 กรกฎาคม 2561 เวลา 12:08:13 น.
5,1046030475,46030005,30475,เย็นสยามวิทยา,yensiamwittaya,นางสาวจิตรลดา พลเยี่ยม,อนุบาล-ประถมศึกษา,,หมู่ 14 ดงสยาม,นามน,นามน,กาฬสินธุ์,46230,,,นามน,043-890094,,01/05/2527,45,5,ขนาดเล็ก,มีไฟฟ้า,11,86,8,10 พฤศจิกายน 2562 เวลา 18:13:01 น.
6,1046030466,46030007,30466,ชุมชนยอดแก่งสงเคราะห์,chumchonyodkangsongkoug,นางแพรวพรรณี จันทร์ช่วย,อนุบาล-มัธยมศึกษาตอนต้น,,หมู่ 11 ศรีพัฒนา,ยอดแกง,นามน,กาฬสินธุ์,46230,,www.obec.go.th.yka,ยอดแกง,043- 129101,043- 129101,29/11/2442,35,8,ขนาดกลาง,มีไฟฟ้า,28,414,19,04 กรกฎาคม 2561 เวลา 21:42:45 น.
7,1046030467,46030008,30467,หนองหญ้าปล้อง,Nongyaplong,นายสมพงษ์ ม่วงกล่ำ,อนุบาล-มัธยมศึกษาตอนต้น,,หมู่ 6 หนองหญ้าปล้อง,ยอดแกง,นามน,กาฬสินธุ์,46230,,,ยอดแกง,043-890095,,29/11/2522,25,20,ขนาดกลาง,มีไฟฟ้า,18,156,11,04 พฤศจิกายน 2562 เวลา 13:09:02 น.
8,1046030468,46030009,30468,บ้านแห่เจริญวิทย์,BANHAEJALEARNWIT,นายไพฑูรย์ คำสะอาด,อนุบาล-ประถมศึกษา,,หมู่ 3 บ้านแห่,ยอดแกง,นามน,กาฬสินธุ์,46230,,,ยอดแกง,043-890096,,29/11/2442,55,22,ขนาดเล็ก,มีไฟฟ้า,9,65,8,15 ตุลาคม 2562 เวลา 16:07:02 น.
9,1046030469,46030010,30469,หนองโพนสูง,nongponsung,นางสาวสายฝน สวัสเอื้อ,อนุบาล-ประถมศึกษา,,หมู่ 5 หนองโพนสูง,ยอดแกง,นามน,กาฬสินธุ์,46234,,,ยอดแกง,043-890097,,29/11/2522,55,22,ขนาดเล็ก,มีไฟฟ้า,8,61,8,04 กรกฎาคม 2561 เวลา 21:26:14 น.
10,1046030483,46030011,30483,สงเปลือยวิทยายน,songplueywittayayon,นายสิทธิพร ไกยเดช,อนุบาล-มัธยมศึกษาตอนต้น,,หมู่ 9 สงเปลือย,สงเปลือย,นามน,กาฬสินธุ์,46230,spy0712@hotmail.co.th,songpluey.net,สงเปลือย,043-890098,043-890098,ปี พ.ศ.2465,16,12,ขนาดกลาง,มีไฟฟ้า,22,389,16,17 ตุลาคม 2562 เวลา 15:27:08 น.
11,1046030484,46030012,30484,หัวงัววิทยาคม,Huanguangwittayakhom,นายฉกาจ ฝางแก้ว,อนุบาล-ประถมศึกษา,,หมู่ 4 หัวงัว,สงเปลือย,นามน,กาฬสินธุ์,46230,,,สงเปลือย,892778564,,2477,16,8,ขนาดเล็ก,มีไฟฟ้า,6,44,8,04 กรกฎาคม 2561 เวลา 21:18:17 น.
12,1046030485,46030013,30485,หนองแวงหนองน้อยวิทยาคาร,Nongwaengnongnoiwitthayakhan,-,ประถมศึกษา,,หมู่ 8 หนองแวง,สงเปลือย,นามน,กาฬสินธุ์,46230,,,สงเปลือย,892778564,,16 เมษายน พ.ศ. 2480,16,10,ขนาดเล็ก,มีไฟฟ้า,2,2,1,27 มิถุนายน 2562 เวลา 10:15:55 น.
