1,1046030105,46020001,30105,นากุงวิทยาเสริม,nakungwitayaserm,นายสุรชัย คำก้อน,อนุบาล-ประถมศึกษา,,หมู่ 8 นากุง,เขาพระนอน,ยางตลาด,กาฬสินธุ์,46120,nakung.sc@gmail.com,www.nakung.ob.tc,เขาพระนอน,043091292/081-2600536,-,2465,16,20,ขนาดกลาง,มีไฟฟ้า,10,161,8,18 ตุลาคม 2562 เวลา 12:13:13 น.
2,1046030107,46020002,30107,บ้านหนองแสง,Bannongsang school,นายฤทธิ์เทวัญ ภูนาหา,อนุบาล-ประถมศึกษา,,หมู่ 7 หนองแสง,เขาพระนอน,ยางตลาด,กาฬสินธุ์,46120,bannongsangchool@gmail.com,-,เขาพระนอน,43019293,43019293,1 พฤศจิกายน 2485,25,30,ขนาดเล็ก,มีไฟฟ้า,5,44,8,29 มิถุนายน 2561 เวลา 11:08:24 น.
3,1046030122,46020003,30122,หนองกุงราษฎร์วิทยา,Nongkungratwittaya,นายบุญช่วย กุญชะโมรินทร์,อนุบาล-ประถมศึกษา,,หมู่ 4 พุทธรักษา,เขาพระนอน,ยางตลาด,กาฬสินธุ์,46120,nongkungrat@hotmail.com,www.nongkung.com,เขาพระนอน,43010310,-,13 พฤศจิกายน 2476,27,21,ขนาดกลาง,มีไฟฟ้า,15,214,8,15 ตุลาคม 2562 เวลา 20:21:44 น.
4,1046030085,46020004,30085,หนองบัวหน่วยอำนวยวิทย์,Nongbuanuaiamnuaiwit,นายจงรักษ์ ภูครองพลอย,อนุบาล-ประถมศึกษา,,หมู่ 2 หนองบัวหน่วย,คลองขาม,ยางตลาด,กาฬสินธุ์,46120,nbn.wit@gmail.com,-,คลองขาม,043891600/089-8426307,-,2468,32,8,ขนาดเล็ก,มีไฟฟ้า,5,58,8,25 มิถุนายน 2562 เวลา 11:17:42 น.
5,1046030087,46020005,30087,บ้านดงอัคคะประชาสามัคคี,bandongakkaprachasamakkee,นายพงษ์สาคร บ่อคำเกิด,อนุบาล-ประถมศึกษา,,หมู่ 9 บ้านดงอัคคะ,คลองขาม,ยางตลาด,กาฬสินธุ์,46120,bandongakka.2012@gmail.com,gg.gg/dongakka87,คลองขาม,088-7345095,-,14 กันยายน 2493,20,13,ขนาดเล็ก,มีไฟฟ้า,7,78,8,18 ตุลาคม 2562 เวลา 12:08:23 น.
6,1046030081,46020006,30081,บ้านขามวิทยาคม,Bankhamwittayakhom,นายไมตรี อินอุ่นโชติ,อนุบาล-ประถมศึกษา,,หมู่ 1 บ้านขาม,คลองขาม,ยางตลาด,กาฬสินธุ์,46120,-bankham2018@gmail.com,-,คลองขาม,091-8133559,-,พ.ศ.2498,35,7,ขนาดเล็ก,มีไฟฟ้า,5,32,8,02 เมษายน 2562 เวลา 11:20:25 น.
7,1046030078,46020007,30078,บ้านหนองแวงฮี,bannongwanghee,นายสมบัติ พันธ์โพธิ์คา,อนุบาล-มัธยมศึกษาตอนต้น,,หมู่ 12 บ้านหนองแวงฮี,คลองขาม,ยางตลาด,กาฬสินธุ์,46120,wanghee2010@hotmail.com,-,คลองขาม,043890328/085-4630850,-,9/11/2485,40,8,ขนาดกลาง,มีไฟฟ้า,14,146,11,26 มีนาคม 2562 เวลา 09:43:15 น.
8,1046030082,46020008,30082,บ้านหนองบัว,bannongbua,นายสนั่น แพงสาย,อนุบาล-ประถมศึกษา,,หมู่ 19 บ้านหนองบัว,คลองขาม,ยางตลาด,กาฬสินธุ์,46120,sanan9999@gmail.com,www.gg.gg/bannongbua-kls2,คลองขาม,043890147/081-8721543,-,2484,30,11,ขนาดเล็ก,มีไฟฟ้า,7,88,8,30 พฤษภาคม 2562 เวลา 12:08:51 น.
9,1046030083,46020009,30083,บ้านโคกศรี,BANKHOKSRI SCHOOL,นางสาวสุมาลัย ภูศิลาแทน,อนุบาล-ประถมศึกษา,,หมู่ 18 บ้านโคกศรี,คลองขาม,ยางตลาด,กาฬสินธุ์,46120,-,http://data.bopp-obec.info/web/?School_ID=1046030083,คลองขาม,043890152/081-0596892,-,พ.ศ. 2517,26,9,ขนาดเล็ก,มีไฟฟ้า,9,81,8,28 มีนาคม 2562 เวลา 14:16:05 น.
10,1046030084,46020010,30084,บ้านสาวิทยาสรรพ์,bansawittayasan,นายสุรศักดิ์ ภูบัวเพชร,อนุบาล-มัธยมศึกษาตอนต้น,,หมู่ 17 บ้านสา,คลองขาม,ยางตลาด,กาฬสินธุ์,46120,-,gg.ggbansa61,คลองขาม,935675175,-,03/07/2476,25,13,ขนาดกลาง,มีไฟฟ้า,19,233,11,09 มกราคม 2563 เวลา 10:43:28 น.
