1,1041680595,41040001,680595,บ้านดงบัง,Dongbung,นายศุภภูมิ พลจางวาง,อนุบาล-ประถมศึกษา,,หมู่ 3 ดงบัง,กุดจับ,กุดจับ,อุดรธานี,41250,,,กุดจับ,042-250466,,15 กรกฎาคม 2503,70,6,ขนาดเล็ก,มีไฟฟ้า,8,104,8,30 ตุลาคม 2562 เวลา 16:46:24 น.
2,1041680596,41040002,680596,บ้านดงธาตุ,Dongthat,นายอิทธิชัย นิตย์กุลกานต์,อนุบาล-ประถมศึกษา,,หมู่ 7 ดงธาตุ,กุดจับ,กุดจับ,อุดรธานี,41250,,,กุดจับ,42180902,,2512,62,12,ขนาดกลาง,มีไฟฟ้า,8,124,8,25 ตุลาคม 2562 เวลา 12:28:43 น.
3,1041680597,41040003,680597,บ้านดงหวาย,bandongwai,-,อนุบาล-ประถมศึกษา,,หมู่ 5 ดงหวาย,กุดจับ,กุดจับ,อุดรธานี,41250,meckala24@gmail.com,bandongwai.go.th,กุดจับ,42220012,-,10 สิงหาคม 2512,60,10,ขนาดเล็ก,มีไฟฟ้า,4,29,8,30 ตุลาคม 2562 เวลา 14:14:54 น.
4,1041680598,41040004,680598,บ้านหนองโนไชยวาน,bannongnochaiwan,นายกรกฎ เกษหอม,อนุบาล-มัธยมศึกษาตอนต้น,,หมู่ 10 หนองไชยวาน,กุดจับ,กุดจับ,อุดรธานี,41250,nongnochaivan@gmail.com,data.bopp-obec.info/web/?School_ID=1041680598,เทศบาลตำบลกุดจับ,42219499,-,24/05/2481,50,5,ขนาดกลาง,มีไฟฟ้า,15,168,11,05 กันยายน 2562 เวลา 09:07:07 น.
5,1041680599,41040005,680599,บ้านกุดจับ,bankutjab school,นายสมชาย นุ่มตูม,อนุบาล-ประถมศึกษา,,หมู่ 4 กุดจับ,กุดจับ,กุดจับ,อุดรธานี,41250,bankubjab@gmail.com,,กุดจับ,897137901,-,2506,45,6,ขนาดเล็ก,มีไฟฟ้า,8,52,8,08 มิถุนายน 2560 เวลา 10:24:08 น.
6,1041680600,41040006,680600,บ้านโคกวิชัยโนนไชยพร,kokvichai,นายโพธิ์ชัย เจริญธรรม,อนุบาล-ประถมศึกษา,,หมู่ 6 โคกวิชัย,กุดจับ,กุดจับ,อุดรธานี,41250,,www.KOGVICHAI.com,กุดจับ,42250467,,2522,50,5,ขนาดเล็ก,มีไฟฟ้า,8,81,8,11 ตุลาคม 2561 เวลา 13:56:02 น.
7,1041680584,41040007,680584,บ้านลำภู,lumpoo school,นายชินวุธ จันนาหว้า,อนุบาล-ประถมศึกษา,,หมู่ 9 น้อยลำภู,ขอนยูง,กุดจับ,อุดรธานี,41250,lumphu@udon4.com,http://lumpu.udon4.com,ขอนยูง,42200013,,2516,75,14,ขนาดเล็ก,มีไฟฟ้า,4,66,8,29 ตุลาคม 2562 เวลา 09:23:13 น.
8,1041680578,41040008,680578,บ้านขอนยูง,bankhonyoong,นายประภาส สีหบุตร,อนุบาล-มัธยมศึกษาตอนต้น,,หมู่ 2 บ้านขอนยูง,ขอนยูง,กุดจับ,อุดรธานี,41250,,,ขอนยูง,840314710,,2479,50,8,ขนาดกลาง,มีไฟฟ้า,15,163,11,31 สิงหาคม 2562 เวลา 10:08:01 น.
9,1041680579,41040009,680579,บ้านหนองฆ้องนาสีนวล,Bannongkhongnasinaul School,นายสอนชัย พรมประเสริฐ,อนุบาล-ประถมศึกษา,,หมู่ 4 หนองฆ้อง,ขอนยูง,กุดจับ,อุดรธานี,41250,nongkhong.nasinaun@gmail.com,,ขอนยูง,042-251051,,02 / 05 / 2506,47,10,ขนาดเล็ก,มีไฟฟ้า,6,49,8,11 ตุลาคม 2561 เวลา 10:49:08 น.
10,1041680582,41040010,680582,บ้านหนองกุงหนองเจริญ,Bannongkungnongcharoen,นายกรกฎ ชัยวินิตย์,อนุบาล-ประถมศึกษา,,หมู่ 13 หนองเม็ก,ขอนยูง,กุดจับ,อุดรธานี,41250,,,ขอนยูง,,,29/05/2499,50,12,ขนาดกลาง,มีไฟฟ้า,11,157,8,30 ตุลาคม 2562 เวลา 16:44:17 น.
