1,1044410049,44010001,410049,บ้านเกิ้ง,BAN KERNG,นายจิตติพงษ์ อุทาทิพย์,อนุบาล-ประถมศึกษา,,หมู่ 5 เกิ้ง,เกิ้ง,เมืองมหาสารคาม,มหาสารคาม,44000,,,-,43795153,,1 กรกฎาคม 2456,7,7,ขนาดเล็ก,มีไฟฟ้า,4,52,8,13 มิถุนายน 2562 เวลา 15:52:44 น.
2,1044410051,44010002,410051,บ้านท่าปะทายโนนตูม,Thapatainontoom,นายเมธี ฟ้าลี,อนุบาล-ประถมศึกษา,,หมู่ 3 ท่าประทาย,เกิ้ง,เมืองมหาสารคาม,มหาสารคาม,44000,-,tpt-school.ac.th,เกิ้ง,-,-,30 พ.ค. 2477,4,4,ขนาดเล็ก,มีไฟฟ้า,7,74,8,13 มิถุนายน 2562 เวลา 16:14:31 น.
3,1044410055,44010003,410055,บ้านโขงกุดหวาย,Bankhonggudwaiy school,-,อนุบาล-ประถมศึกษา,,หมู่ 7 โขงกุดหวาย,เกิ้ง,เมืองมหาสารคาม,มหาสารคาม,44000,,,เกิ้ง,,,16 /05/2519,7,7,ขนาดเล็ก,มีไฟฟ้า,2,11,5,13 มิถุนายน 2562 เวลา 16:27:37 น.
4,1044410008,44010004,410008,ชุมชนบ้านหนองจิกท่าแร่,Chumchonbannongjiktharae,นายอัครพงศ์ ศรีวงศ์,อนุบาล-ประถมศึกษา,,หมู่ 6 หนองจิก,แก่งเลิงจาน,เมืองมหาสารคาม,มหาสารคาม,44000,chumchonbannongjik@hotmail.co.th,-,อบต.แก่งเลิงจาน,-,,1 สิงหาคม 2465,7,7,ขนาดเล็ก,มีไฟฟ้า,10,40,8,13 มิถุนายน 2562 เวลา 10:13:17 น.
5,1044410009,44010005,410009,วันครู 2502,Wankru2502,นายสุทัศน์ พิณรัตน์,อนุบาล-ประถมศึกษา,,หมู่ 13 แก่งเลิงจาน,แก่งเลิงจาน,เมืองมหาสารคาม,มหาสารคาม,44000,wankru2502mhk@gmail.com,-,องค์การบริหารส่วนตำบลแก่งเลิงจาน,43721548,-,23/12/2502,3.5,3.5,ขนาดเล็ก,มีไฟฟ้า,5,68,8,01 พฤศจิกายน 2561 เวลา 13:55:10 น.
6,1044410010,44010006,410010,บ้านดอนตูมดอนโด,Dontoomdondoo,นางนิตยปภา จันทะปัสสา,อนุบาล-มัธยมศึกษาตอนต้น,,หมู่ 1 ดอนตูม,แก่งเลิงจาน,เมืองมหาสารคาม,มหาสารคาม,44000,j094391i136@gmail.com,-,แก่งเลิงจาน,094-3918136,-,18 กันยายน 2477,5,5,ขนาดเล็ก,มีไฟฟ้า,7,41,10,02 มิถุนายน 2562 เวลา 13:03:07 น.
7,1044410011,44010007,410011,บ้านเม่นใหญ่,Banmenyai,นายธีระวัฒน์ ศิริบัติ,อนุบาล-มัธยมศึกษาตอนต้น,,หมู่ 14 เม่นใหญ่,แก่งเลิงจาน,เมืองมหาสารคาม,มหาสารคาม,44000,banmenyaischool@hotmail.co.th,-,แก่งเลิงจาน,043 971223,-,09/08/2465,6,6,ขนาดเล็ก,มีไฟฟ้า,13,77,11,19 มิถุนายน 2562 เวลา 08:55:19 น.
8,1044410012,44010008,410012,บ้านหนองใหญ่,Bannongyai,-,อนุบาล-ประถมศึกษา,,หมู่ 3 หนองใหญ่,แก่งเลิงจาน,เมืองมหาสารคาม,มหาสารคาม,44000,,,แก่งเลิงจาน,854587815,,10/08/2509,12,12,ขนาดเล็ก,มีไฟฟ้า,6,34,8,24 มิถุนายน 2562 เวลา 09:34:28 น.
9,1044410031,44010009,410031,บ้านเขวา(รัฐประชาวิทยากร),Bankhwao(Rataprachavitayagorn,นายพิรุณ แก้วนะรา,อนุบาล-มัธยมศึกษาตอนต้น,,หมู่ 17 เขวา,เขวา,เมืองมหาสารคาม,มหาสารคาม,44000,boothr1008@obecmail.obec.go.th,http://data.bopp-obec.info/web/index.php?School_ID=1044410031,เขวา,43746183,43746183,1 เมษายน 2457,12,11,ขนาดเล็ก,มีไฟฟ้า,12,69,11,18 มิถุนายน 2562 เวลา 17:42:15 น.
10,1044410032,44010010,410032,บ้านหันเชียงเหียน,Ban Hanchianghian School,นางฟ้ารีดาพร บุญคำมี,อนุบาล-ประถมศึกษา,,หมู่ 18 เชียงเหียนใต้,เขวา,เมืองมหาสารคาม,มหาสารคาม,44000,banhunchenghean@gmail.com,,เขวา,43746181,,16 สิงหาคม 2481,8.5,8,ขนาดกลาง,มีไฟฟ้า,14,150,8,23 พฤษภาคม 2562 เวลา 07:37:31 น.
