1,1054390020,54010001,390020,บ้านหัวฝาย(ประชาสารสงเคราะห์),Huafai School,-,อนุบาล-ประถมศึกษา,กลุ่มเครือข่ายการศึกษาช่อแฮนาจักร,หมู่ 8 บ้านหัวฝาย,กาญจนา,เมืองแพร่,แพร่,54000,-,,องค์การบริหารส่วนตำบลกาญจนา,54651215,-,30/11/2480,7,8,ขนาดเล็ก,มีไฟฟ้า,2,2,1,30 ตุลาคม 2562 เวลา 10:22:21 น.
2,1054390023,54010002,390023,บ้านดอนดี(ประชานุกูล),Dondee School,-,อนุบาล-ประถมศึกษา,กลุ่มเครือข่ายการศึกษาช่อแฮนาจักร,หมู่ 7 บ้านดอนดี,กาญจนา,เมืองแพร่,แพร่,54000,dondee@phrae1.moe.go.th,dondee.phrae1.in.th,กาญจนา,54624315,,01/06/2481,8,6,ขนาดเล็ก,มีไฟฟ้า,0,1,1,12 กันยายน 2562 เวลา 11:06:10 น.
3,1054390024,54010003,390024,วัดกาญจนาราม(ประชาชนูทิศ),Kanjanaram School,นางสาวกาญจนา กัญจนวัฒน์,อนุบาล-มัธยมศึกษาตอนต้น,กลุ่มเครือข่ายการศึกษาช่อแฮนาจักร,หมู่ 6 บ้านทุ่งอ่วน,กาญจนา,เมืองแพร่,แพร่,54000,kanjanaram_sc@hotmail.com,kanjana.phrae1.in.th,องค์การบริหารส่วนตำบลกาญจนา,54651215,-,18/05/2481,7,5,ขนาดเล็ก,มีไฟฟ้า,7,81,11,03 กันยายน 2562 เวลา 05:38:54 น.
4,1054390001,54010004,390001,บ้านพันเชิง(วงศ์หล้าราษฎร์บำรุง),banpanchong,-,ประถมศึกษา,กลุ่มเครือข่ายการศึกษาช่อแฮนาจักร,หมู่ 2 พันเชิง,ช่อแฮ,เมืองแพร่,แพร่,54000,-,puchcheng.phrae1.in.th,เทศบาลตำบลช่อแฮ,54599243,-,2465,11,13,ขนาดเล็ก,มีไฟฟ้า,4,29,5,03 กันยายน 2562 เวลา 05:39:58 น.
5,1054390004,54010005,390004,วัดต้นไคร้,wattonkrai,นายประสิทธิ์ อ้นจันทร์,อนุบาล-ประถมศึกษา,กลุ่มเครือข่ายการศึกษาช่อแฮนาจักร,หมู่ 5 บ้านต้นไคร้,ช่อแฮ,เมืองแพร่,แพร่,54000,wattonkrai_027@hotmail.com,tonkrai.phrae.in.th,เทศบาลตำบลช่อแฮ,54599020,,2481,13,14,ขนาดกลาง,มีไฟฟ้า,12,138,6,03 กันยายน 2562 เวลา 05:41:23 น.
6,1054390005,54010006,390005,บ้านใน(อินทราษฎร์บำรุง),bannai (Intharajbamrung),-,ประถมศึกษา,กลุ่มเครือข่ายการศึกษาช่อแฮนาจักร,หมู่ 6 บ้านใน,ช่อแฮ,เมืองแพร่,แพร่,54000,ิbannai@phrae1.moe.go.th,bannai.phrae1.in.th,เทศบาลตำบลช่อแฮ,54599241,54599241,29/11/2442,9,10,ขนาดเล็ก,มีไฟฟ้า,3,11,3,03 กันยายน 2562 เวลา 13:42:48 น.
7,1054390008,54010008,390008,บ้านนาตอง(นาตองสามัคคี),Bannathong,-,ประถมศึกษา,กลุ่มเครือข่ายการศึกษาช่อแฮนาจักร,หมู่ 9 นาตอง,ช่อแฮ,เมืองแพร่,แพร่,54000,,,ช่อแฮ,54550004,,,30,34,ขนาดเล็ก,มีไฟฟ้า,1,5,4,12 กันยายน 2562 เวลา 10:59:49 น.
8,1054390061,54010009,390061,บ้านท่าขวัญ(ราษฎร์บำรุง),Bann Thakawn,-,อนุบาล-ประถมศึกษา,กลุ่มเครือข่ายการศึกษามิ่งเมือง,หมู่ 5 บ้านท่าขวัญ,ท่าข้าม,เมืองแพร่,แพร่,54000,,,ท่าข้าม,54644333,54644333,2461,18,20,ขนาดเล็ก,มีไฟฟ้า,3,21,8,12 กันยายน 2562 เวลา 11:27:37 น.
9,1054390037,54010010,390037,รัฐราษฎร์บำรุง,Radrathbamrung,นายอนุสรณ์ พรมรังกา,อนุบาล-ประถมศึกษา,กลุ่มเครือข่ายการศึกษามิ่งเมือง,หมู่ 6 บ้านนาแหลม,ทุ่งกวาว,เมืองแพร่,แพร่,54000,rrb@phrae1.moe.go.th,https://sites.google.com/a/phrae1.go.th/rath-rasdr-barung/,ทุ่งกวาว,54511941,54511941,2498,0,3,ขนาดเล็ก,มีไฟฟ้า,8,79,9,27 กันยายน 2562 เวลา 09:28:47 น.
10,1054390038,54010011,390038,บ้านนาแหลม(กองแก้วราษฎร์อุปถัมภ์),Bannalam,-,ประถมศึกษา,กลุ่มเครือข่ายการศึกษามิ่งเมือง,หมู่ 3 บ้านนาแหลม,ทุ่งกวาว,เมืองแพร่,แพร่,54000,nalam@phrae1.moe.go.th,,ทุ่งกวาว,54511105,-,24 เม.ย. 2481,1,3,ขนาดเล็ก,มีไฟฟ้า,2,6,4,12 กันยายน 2562 เวลา 11:15:05 น.
11,1054390033,54010013,390033,บ้านทุ่งโฮ้ง(อภิวังวิทยาลัย),Banthunghong,นายดิเรก ฉันทา,ประถมศึกษา-มัธยมศึกษาตอนต้น,กลุ่มเครือข่ายการศึกษามิ่งเมือง,หมู่ 6 บ้านทุ่งโฮ้ง,ทุ่งโฮ้ง,เมืองแพร่,แพร่,54000,thunghong@phrae1.moe.go.th,,เทศบาลตำบลทุ่งโฮ้ง,54522377,,28/11/2442,3,4,ขนาดกลาง,มีไฟฟ้า,15,135,9,12 กันยายน 2562 เวลา 11:15:00 น.
