1,1057120247,57020001,120247,เจริญเมืองวิทยา,๋่Jaroen Muang Wittaya,นายสงกรานต์ ตั๋นคำ,อนุบาล-ประถมศึกษา,,หมู่ 14 เจริญเมือง,เจริญเมือง,พาน,เชียงราย,57120,jmvsch@gmail.com,,เจริญเมือง,53738356,,พ.ศ. 2481,17,7,ขนาดกลาง,มีไฟฟ้า,12,100,8,30 มกราคม 2563 เวลา 11:44:34 น.
2,1057120248,57020002,120248,บ้านเจริญเมือง,Banjaroenmaung,นายประเสริฐ คำน้อย,อนุบาล-ประถมศึกษา,,หมู่ 19 บ้านศรีทรายทอง,เจริญเมือง,พาน,เชียงราย,57120,crm-phan@hotmail.com,-,เจริญเมือง,53738258,-,15 มิถุนายน พ.ศ.2510,19,9,ขนาดเล็ก,มีไฟฟ้า,4,37,8,24 พฤษภาคม 2561 เวลา 13:02:17 น.
3,1057120249,57020003,120249,บ้านป่าตึง,phatoung,-,อนุบาล-ประถมศึกษา,,หมู่ 5 บ้านป่าตึง,เจริญเมือง,พาน,เชียงราย,57120,Jervon0105@obecmail.obec.go.th,,เจริญเมือง,53738264,,พ.ศ.2508,22,14,ขนาดเล็ก,มีไฟฟ้า,1,49,8,25 มิถุนายน 2561 เวลา 14:16:36 น.
4,1057120250,57020004,120250,บ้านป่าบง,BanPabong,นายมานพ เลี่ยมสุวรรณ,อนุบาล-มัธยมศึกษาตอนต้น,,หมู่ 9 บ้านป่าบง,เจริญเมือง,พาน,เชียงราย,57120,Jervon0105@obecmail.obec.go.th,phabong.cri2.go.th,เจริญเมือง,53738252,,2482,25,12,ขนาดกลาง,มีไฟฟ้า,17,152,11,12 ธันวาคม 2562 เวลา 09:37:12 น.
5,1057120302,57020005,120302,บ้านสิบสอง,bansibsong,จ.ส.อ.สงวน มาลัย,อนุบาล-ประถมศึกษา,,หมู่ 1 สันทราย,ดอยงาม,พาน,เชียงราย,57120,bansibsong@gmail.com,https://data.bopp-obec.info/web/?School_ID=1057120302,องค์การบริหารส่วนตำบลดอยงาม,53186089,,1 มิถุนายน 2508,30.4,13,ขนาดเล็ก,มีไฟฟ้า,3,38,9,21 มกราคม 2563 เวลา 16:14:41 น.
6,1057120303,57020006,120303,บ้านจำคาวตอง,JUMKOWATHONG,-,อนุบาล-ประถมศึกษา,,หมู่ 2 จำคาวตอง,ดอยงาม,พาน,เชียงราย,57120,jumkowathong@gmail.com,http://data.bopp-obec.info/web/index_view.php?School_ID=1057120303,ดอยงาม,53605223,,พ.ศ.2586,31.9,16.6,ขนาดเล็ก,มีไฟฟ้า,2,12,5,26 มิถุนายน 2562 เวลา 09:34:23 น.
7,1057120304,57020007,120304,สันหนองควาย,Sunnongkwai,นายเกศ ปาณะการ,อนุบาล-มัธยมศึกษาตอนต้น,,หมู่ 4 สันหนองควาย,ดอยงาม,พาน,เชียงราย,57120,snk2551@gmail.com,snk.cri2.go.th/,ดอยงาม,53185607,53185607,พุทธศักราช 2482,31.5,10,ขนาดเล็ก,มีไฟฟ้า,9,42,10,23 มิถุนายน 2562 เวลา 13:04:21 น.
8,1057120242,57020010,120242,ร่องธารวิทยา,Rongtharnwittaya,นางทองพูน ปัญจมา,อนุบาล-มัธยมศึกษาตอนต้น,,หมู่ 3 บ้านร่องธาร,ทรายขาว,พาน,เชียงราย,57120,rongtharn@gmail.com,http://rongtharn.cri2.go.th,อบต.ทรายขาว,0-5318-6788,0-5318-6788,1 มิถุนายน พ.ศ.2481,13.2,23,ขนาดกลาง,มีไฟฟ้า,16,194,11,30 ตุลาคม 2562 เวลา 22:58:50 น.
9,1057120245,57020013,120245,บ้านโป่งแดง,Banpongdang,นายชัย สันกว๊าน,อนุบาล-มัธยมศึกษาตอนต้น,,หมู่ 12 บ้านโป่งแดง,ทรายขาว,พาน,เชียงราย,57120,pongdang2008@gmail.com,data.bopp-obec.info/web/?School_ID=1057120245,ทรายขาว,53958086,53958086,2494,12,10,ขนาดกลาง,มีไฟฟ้า,14,167,11,30 มกราคม 2563 เวลา 15:49:13 น.
10,1057120282,57020017,120282,ทานตะวันวิทยา(ห้วยบง-ดงเจริญ),tantawanwittaya school,นางวรวีร์ ด่านทอง,อนุบาล-มัธยมศึกษาตอนต้น,,หมู่ 7 ห้วยบง,ทานตะวัน,พาน,เชียงราย,57280,tantawan.school@gmail.com,data.bopp-obec.info/web/?School_ID=1057120282,อบต.ทานตะวัน,53762100,-,4 กันยายน 2497,40,20,ขนาดเล็ก,มีไฟฟ้า,12,80,12,23 มิถุนายน 2562 เวลา 13:19:44 น.
11,1057120239,57020021,120239,ธารทองวิทยา(ป่ารวก),Tantongwittaya,นายกวงจักร์ จันต๊ะคาด,อนุบาล-มัธยมศึกษาตอนต้น,,หมู่ 9 ป่ารวกใต้,ธารทอง,พาน,เชียงราย,57250,tantongwit@gmail.com,,ธารทอง,53666844,53666844,พ.ศ. 2483,13,20,ขนาดกลาง,มีไฟฟ้า,17,313,15,29 มกราคม 2563 เวลา 01:13:23 น.
12,1057120285,57020023,120285,ชุมชนบ้านทุ่งป่าแดด,toopardad,นายอภิสิทธิ์ ดำรงไทย,อนุบาล-ประถมศึกษา,,หมู่ 4 ทุ่งป่าแดด,ป่าหุ่ง,พาน,เชียงราย,57120,toopardad@gmail.com,,ป่าหุ่ง,53727324,,พ.ศ.2475,28,4,ขนาดเล็ก,มีไฟฟ้า,5,11,3,11 ธันวาคม 2562 เวลา 21:24:26 น.
13,1057120286,57020024,120286,บ้านป่าหัดป่าแขม,pahadpakam,นายเกศ ปาณะการ,อนุบาล-ประถมศึกษา,,หมู่ 2 ป่าหัด,ป่าหุ่ง,พาน,เชียงราย,57120,pahadpakamgmail.com,,ป่าหุ่ง,53676612,,1 มิถุนายน 2482,29,3,ขนาดเล็ก,มีไฟฟ้า,7,10,10,19 กันยายน 2560 เวลา 06:00:31 น.
14,1057120289,57020027,120289,บ้านศาลา,Bansala,-,อนุบาล-ประถมศึกษา,,หมู่ 14 ศาลาวังโค้ง,ป่าหุ่ง,พาน,เชียงราย,57120,bansala2@gmail.com,,ป่าหุ่ง,53676312,-,1 กุมภาพันธ์ 2463,25,5,ขนาดเล็ก,มีไฟฟ้า,5,28,6,19 กันยายน 2560 เวลา 06:18:57 น.
15,1057120290,57020028,120290,บ้านปางเกาะทราย,pangkosai,นายประสิทธิ์ จินะธรรม,ประถมศึกษา,,หมู่ 6 ปางเกาะทราย,ป่าหุ่ง,พาน,เชียงราย,57120,pangkosai2@gmail.com,data.bopp-obec.info/web/?School_ID=1057120290,อบต.ป่าหุ่ง,-,-,8 พฤษภาคม 2505,38.6,17.7,ขนาดเล็ก,มีไฟฟ้า,6,49,6,20 มกราคม 2563 เวลา 07:45:05 น.
16,1057120291,57020029,120291,ริมวัง ๑,rimvang 1,นายอมรชัย ปงลังกา,อนุบาล-ประถมศึกษา,,หมู่ 7 งิ้วเฒ่า,ป่าหุ่ง,พาน,เชียงราย,57120,rimvang1@gmail.com,data.bopp-obec.info/web/?School_ID=1057120291,ป่าหุ่ง,-,-,1 มิถุนายน 2508,48.4,24.4,ขนาดเล็ก,มีไฟฟ้า,6,31,7,16 สิงหาคม 2562 เวลา 09:30:13 น.
17,1057120292,57020030,120292,ริมวัง ๒,rimwang2,นายมานิตย์ แก้วกันธะ,อนุบาล-ประถมศึกษา,,หมู่ 8 ผาวี,ป่าหุ่ง,พาน,เชียงราย,57120,rimwang2@gmail.com,data.bopp-obec.info/web/index.php?School_ID=1057120292,อบต.ป่าหุ่ง,091-0795852,-,2506,58,29,ขนาดเล็ก,มีไฟฟ้า,3,22,8,05 มิถุนายน 2560 เวลา 11:22:10 น.
18,1057120269,57020034,120269,บ้านม่วงคำ,Muangkham school,นายศักดิ์ชัย กาวี,อนุบาล-ประถมศึกษา,,หมู่ 17 บ้านม่วงทอง,ม่วงคำ,พาน,เชียงราย,57120,maungkhamschool@gmail.com,https://data.bopp-obec.info/web/?School_ID=1057120269,ม่วงคำ,53721777,,พ.ศ.2470,30,8,ขนาดเล็ก,มีไฟฟ้า,10,84,8,16 สิงหาคม 2562 เวลา 14:22:01 น.
19,1057120270,57020035,120270,บ้านสันต้นผึ้ง,BanSantonpueng,-,อนุบาล-ประถมศึกษา,,หมู่ 7 สันต้นผึ้ง,ม่วงคำ,พาน,เชียงราย,57120,santonwoug@gmail.com,,ม่วงคำ,-,,วันที่ 1 กรกฎาคม พ.ศ. 2482,29,8,ขนาดเล็ก,มีไฟฟ้า,0,0,0,28 มิถุนายน 2561 เวลา 10:18:34 น.
20,1057120271,57020036,120271,บ้านฝั่งตื้น,BANFUNGTUEN,นายสมัย อิ่มอก,อนุบาล-ประถมศึกษา,,หมู่ 8 บ้านฝั่งตื้น,ม่วงคำ,พาน,เชียงราย,57120,banfungtuen@gmail.com,http://data.bopp-obec.info/web/?School_ID=1057120271,อบต.ม่วงคำ,861907383,,26 ธันวาคม 2489,35.7,7,ขนาดกลาง,มีไฟฟ้า,22,193,12,24 มิถุนายน 2562 เวลา 11:21:15 น.
21,1057120265,57020038,120265,บ้านหนองบัว,BANNONGBUA,นายวิธวิทย์ ทิพย์นพคุณ,อนุบาล-ประถมศึกษา,,หมู่ 20 บ้านหนองบัวใต้,เมืองพาน,พาน,เชียงราย,57120,nongbour@gmail.com,,เมืองพาน,53722657,,27/04/2484,25.2,1.5,ขนาดเล็ก,มีไฟฟ้า,9,61,8,05 มิถุนายน 2560 เวลา 11:19:49 น.
