1,1049730062,49010001,730062,บ้านกุดแข้,Ban kudkaeschool,นายวิพัฒน์ บัวชู,อนุบาล-ประถมศึกษา,,หมู่ 1 สมสะอาด,กุดแข้,เมืองมุกดาหาร,มุกดาหาร,49000,bkk25school@gmail.com,www.kudkae school.go.th,กุดแข้,42660978,-,05/01/2497,17,16,ขนาดกลาง,มีไฟฟ้า,12,165,8,07 มิถุนายน 2562 เวลา 10:21:17 น.
2,1049730063,49010002,730063,บ้านกุดแข้ใต้,BANKUTKHAE-TAI,-,อนุบาล-ประถมศึกษา,,หมู่ 2 กุดแข้ใต้,กุดแข้,เมืองมุกดาหาร,มุกดาหาร,49000,october0124@hotmail.com,BKKTschool.ac.th,กุดแข้,42670139,,01/07/2525,23,19,ขนาดเล็ก,มีไฟฟ้า,6,55,9,29 มิถุนายน 2562 เวลา 16:27:40 น.
3,1049730065,49010003,730065,บ้านดงยางนันทวัน,Dongyangnantawan,นายวิเชียร สุขสำราญ,อนุบาล-ประถมศึกษา,,หมู่ 4 ดงยาง,กุดแข้,เมืองมุกดาหาร,มุกดาหาร,49000,-,-,กุดแข้,-,-,1 พฤษภาคม 2497,20,20,ขนาดเล็ก,มีไฟฟ้า,8,74,8,10 มิถุนายน 2562 เวลา 14:27:18 น.
4,1049730008,49010004,730008,บ้านสามขามิตรภาพที่ 3,Bansamkamittapapti3,นายปรัชญา มานะวงศ์,อนุบาล-มัธยมศึกษาตอนต้น,,หมู่ 9 บ้านสามขา,คำป่าหลาย,เมืองมุกดาหาร,มุกดาหาร,49000,,,คำป่าหลาย,42643780,,01/05/2481,20,20,ขนาดกลาง,มีไฟฟ้า,22,415,14,11 มิถุนายน 2562 เวลา 19:44:38 น.
5,1049730009,49010005,730009,แก้งโนนคำประชาสรรค์,kangnonkumprachasan,นายสมถิ่น โทจันทร์,อนุบาล-มัธยมศึกษาตอนต้น,,หมู่ 5 แก้ง,คำป่าหลาย,เมืองมุกดาหาร,มุกดาหาร,49000,kangnonkumprasan@hotmail.com,www.bkschool.info,เทศบาลตำบลคำป่าหลาย,,,01 สิงหาคม 2481,38,38,ขนาดกลาง,มีไฟฟ้า,19,149,11,30 พฤษภาคม 2560 เวลา 12:41:04 น.
6,1049730010,49010006,730010,บ้านคำป่าหลาย,bankompalai,นายอรรณพ โพธิ์ศรี,อนุบาล-ประถมศึกษา,,หมู่ 10 คำน้ำเที่ยง,คำป่าหลาย,เมืองมุกดาหาร,มุกดาหาร,49000,kumpalai038@hotmail.com,https://bit.iy/2TnsxQs,ทต.คำป่าหลาย,42643084,,8 มิถุนายน 2482,25,25,ขนาดกลาง,มีไฟฟ้า,14,247,10,17 พฤษภาคม 2562 เวลา 14:59:40 น.
7,1049730011,49010007,730011,บ้านนาคำน้อย2,NAKAMNOI2,นางทัศนีย์ บุตรดีวงศ์,อนุบาล-ประถมศึกษา,,หมู่ 6 บ้านนาคำน้อย,คำป่าหลาย,เมืองมุกดาหาร,มุกดาหาร,49000,"NAKAMNOI2_SCHOOL@HOTMAIL,COM",,คำป่าหลาย,042-670126,-,2515,27,27,ขนาดเล็ก,มีไฟฟ้า,11,102,8,27 มิถุนายน 2562 เวลา 13:56:56 น.
8,1049730012,49010008,730012,บ้านนาตะแบง1,ฺBan Natabaeng 1 School,นายประกาศ สว่างวงษ์,อนุบาล-มัธยมศึกษาตอนต้น,,หมู่ 4 นาตะแบง,คำป่าหลาย,เมืองมุกดาหาร,มุกดาหาร,49000,natabang@thaimail.com,http://school.obec.go.t,คำป่าหลาย,821976142,-,1 สิงหาคม 2484,30,30,ขนาดกลาง,มีไฟฟ้า,19,288,13,27 มิถุนายน 2562 เวลา 14:49:21 น.
9,1049730013,49010009,730013,บ้านนาสองห้อง,Bannasonghong,นายศาสตรา เพียงงาม,อนุบาล-ประถมศึกษา,,หมู่ 8 บ้านนาสองห้อง,คำป่าหลาย,เมืองมุกดาหาร,มุกดาหาร,49000,-,-,คำป่าหลาย,42670102,-,20 ตุลาคม 2491,24,24,ขนาดเล็ก,มีไฟฟ้า,8,47,8,21 มิถุนายน 2561 เวลา 09:00:05 น.
10,1049730014,49010010,730014,บ้านนาเสือหลายหนองยอ,nasuaelainongyaw,นายทินกร จันทรโคตร,อนุบาล-ประถมศึกษา,,หมู่ 3 บ้านนาเสือหลาย,คำป่าหลาย,เมืองมุกดาหาร,มุกดาหาร,49000,,,คำป่าหลาย,896239043,,20 สิงหาคม 2502,29,29,ขนาดกลาง,มีไฟฟ้า,11,124,8,29 มีนาคม 2562 เวลา 18:40:36 น.
