1,1094300050,94020001,300050,บ้านควนโนรี,Bankhuannori,นายบูรฮัน วันอิดริส,อนุบาล-ประถมศึกษา,,หมู่ 3 ควนโนรี,ควนโนรี,โคกโพธิ์,ปัตตานี,94180,khuannori@hotmail.com,www.facebook.com/khuannoree,ควนโนรี,-,-,1 มกราคม 2472,20,20,ขนาดเล็ก,มีไฟฟ้า,13,99,9,26 มิถุนายน 2562 เวลา 15:01:22 น.
2,1094300051,94020002,300051,บ้านตุปะ,Tupa,นางฮาซีนี ฮายอ,อนุบาล-ประถมศึกษา,,หมู่ 5 ตุปะ,ควนโนรี,โคกโพธิ์,ปัตตานี,94180,Tupa_51@hotmail.com,,ควนโนรี,819595134,,24 กันยายน 2502,28,14,ขนาดเล็ก,มีไฟฟ้า,14,104,9,20 มิถุนายน 2562 เวลา 13:01:06 น.
3,1094300053,94020003,300053,บ้านป่าไร่,banparai,นางสาวจริยา นาวาทอง,อนุบาล-ประถมศึกษา,,หมู่ 3 ป่าไร่,ควนโนรี,โคกโพธิ์,ปัตตานี,94140,banparai022@hotmail.com,,ควนโนรี,73710209,-,04/07/2481,13,13,ขนาดเล็ก,มีไฟฟ้า,16,119,9,22 มิถุนายน 2560 เวลา 03:28:39 น.
4,1094300054,94020004,300054,วัดภมรคติวัน,Watpamornkatiwan School,นายสมควร ศรีภักดี,อนุบาล-มัธยมศึกษาตอนต้น,,หมู่ 6 แม่กัง,ควนโนรี,โคกโพธิ์,ปัตตานี,94180,,,ควนโนรี,073-435084,073-435084,17 พฤษภาคม พ.ศ. 2477,21,10,ขนาดเล็ก,มีไฟฟ้า,19,81,12,19 มิถุนายน 2562 เวลา 07:48:49 น.
5,1094300029,94020005,300029,บ้านโคกโพธิ์,bankhokpho,นายวิเชน คงสีจันทร์,อนุบาล-ประถมศึกษา,,หมู่ 7 โคกโพธิ์,โคกโพธิ์,โคกโพธิ์,ปัตตานี,94120,bankhokpho@yahoo.com,-,โคกโพธิ์,73432103,,1092472,0.5,1,ขนาดกลาง,มีไฟฟ้า,19,156,8,23 มิถุนายน 2560 เวลา 05:35:39 น.
6,1094300030,94020006,300030,บ้านสามยอด,Samyod,นายอุดมเกียรติ รักทรัพย์,อนุบาล-ประถมศึกษา,,หมู่ 8 สามยอด,โคกโพธิ์,โคกโพธิ์,ปัตตานี,94120,-,http://data.bopp-obec.info/web/?School_ID=1094300030,โคกโพธิ์,073-468116,-,6 กันยายน 2502,5,4,ขนาดกลาง,มีไฟฟ้า,17,184,8,05 กรกฎาคม 2561 เวลา 11:35:28 น.
7,1094300032,94020007,300032,บ้านท่าคลอง,BANTHAKLONG,นางจิตรี จงจิตร,อนุบาล-ประถมศึกษา,,หมู่ 10 ท่าคลอง,โคกโพธิ์,โคกโพธิ์,ปัตตานี,94120,,,ปัตตานี,,,มกราคม 2515,6,6,ขนาดกลาง,มีไฟฟ้า,14,147,9,04 กรกฎาคม 2561 เวลา 10:04:35 น.
8,1094300033,94020008,300033,บ้านทุ่งยาว,BANTHUNGYAO,นายสัณห์ ศุกรวัติ,อนุบาล-ประถมศึกษา,,หมู่ 6 ทุ่งยาว,โคกโพธิ์,โคกโพธิ์,ปัตตานี,94120,siriporn_keaw@hotmail.com,https://sites.google.com/site/rongreiynbanthungyaw/,โคกโพธิ์,73421508,,พ.ศ. 2480,5,4,ขนาดเล็ก,มีไฟฟ้า,15,122,9,29 มิถุนายน 2561 เวลา 08:42:51 น.
9,1094300036,94020009,300036,บ้านโคกต้นสะตอ,Ban koktonsator,นายทวีศักดิ์ แก้วคง,อนุบาล-ประถมศึกษา,,หมู่ 11 คลองปอม,โคกโพธิ์,โคกโพธิ์,ปัตตานี,94120,sator.kokpho@gmail.com,,โคกโพธิ์,,,26 มีนาคม 2528,3.5,3,ขนาดเล็ก,มีไฟฟ้า,9,51,9,23 มิถุนายน 2560 เวลา 03:52:05 น.
10,1094300068,94020010,300068,วัดบันลือคชาวาส,Watbunluekachawas,นายสุรพล กาญจนเพชร,อนุบาล-ประถมศึกษา,,หมู่ 3 ช้างให้ตก,ช้างให้ตก,โคกโพธิ์,ปัตตานี,94120,banluekachawasschool@gmail.com,,ช้างให้ตก,,,2475,7,7,ขนาดเล็ก,มีไฟฟ้า,7,62,8,20 มิถุนายน 2560 เวลา 04:57:10 น.
