1,1016490271,16020001,490271,วัดโคกสลุง,WAT KHOKSALUNG SCHOOL,นายกมล ศิริสลุง,อนุบาล-ประถมศึกษา,,หมู่ 3 โคกสลุง,โคกสลุง,พัฒนานิคม,ลพบุรี,15140,khoksalung112@hotmail.com,https://data.bopp-obec.info/emis/schooldata-view.php?School_ID=1016490271&Area_CODE=1602,โคกสลุง,36483100,36483100,พ.ศ.2466,55,15,ขนาดกลาง,มีไฟฟ้า,14,282,11,28 มิถุนายน 2562 เวลา 10:18:02 น.
2,1016490272,16020002,490272,วัดหนองตามิ่ง,Watnongtaming,นายนิตย์ ประจงแต่ง,อนุบาล-ประถมศึกษา,,หมู่ 7 โคกสลุง,โคกสลุง,พัฒนานิคม,ลพบุรี,15140,yayayui@hotmail.com,,โคกสลุง,36483181,,18 มิถุนายน 2505,50,19,ขนาดกลาง,มีไฟฟ้า,18,324,13,28 กุมภาพันธ์ 2561 เวลา 14:01:27 น.
3,1016490274,16020003,490274,ไทยรัฐวิทยา ๑๐๐(บ้านคันนาหิน),Thairatwittaya100(bankunnahin),นายอุทิศ วงกะโซ่,อนุบาล-ประถมศึกษา,,หมู่ 9 บ้านคันนาหิน,โคกสลุง,พัฒนานิคม,ลพบุรี,15140,bankunnahin@gmail.com,-,โคกสลุง,-,-,-,30,30,ขนาดเล็ก,มีไฟฟ้า,8,99,8,20 มิถุนายน 2562 เวลา 11:21:44 น.
4,1016490275,16020004,490275,บ้านเขาขวาง,kowkwang,ว่าที่ ร.ต.เสน่ห์ เอื้อสลุง,อนุบาล-ประถมศึกษา,,หมู่ 8 บ้านเขาขวาง,โคกสลุง,พัฒนานิคม,ลพบุรี,15140,kowkwang16020004@gmail.com,-,โคกสลุง,817256351,-,2514,40,30,ขนาดเล็ก,มีไฟฟ้า,9,106,8,23 มิถุนายน 2562 เวลา 15:49:06 น.
5,1016490288,16020005,490288,บ้านห้วยสะอาด,BANHUYSAARD,นางจิราพร เขื่อนรอบเขต,อนุบาล-ประถมศึกษา,,หมู่ 4 โคกสะอาด,ช่องสาริกา,พัฒนานิคม,ลพบุรี,15220,kanchana504@hotmail.com,www.lopburi2.go.th//hsa,ช่องสาริกา,810739519,,17 สิงหาคม 2492,56,12,ขนาดเล็ก,มีไฟฟ้า,8,52,8,20 มิถุนายน 2562 เวลา 09:41:21 น.
6,1016490290,16020007,490290,วัดดำรงบุล,Watdamrongbul,นายสมปอง ใจเบิกบาน,อนุบาล-ประถมศึกษา,,หมู่ 5 บ้านหลุบเลา,ช่องสาริกา,พัฒนานิคม,ลพบุรี,15220,damrongbun_sch@hotmail.com,,ช่องสาริกา,36680393,,15 พฤษภาคม 2515,64,25,ขนาดกลาง,มีไฟฟ้า,12,221,8,17 กุมภาพันธ์ 2563 เวลา 05:59:53 น.
7,1016490291,16020008,490291,วัดมณีศรีโสภณ,watmaneesrisophon school,นางสาวอาภาภรณ์ กระโจมแก้ว,อนุบาล-ประถมศึกษา,,หมู่ 7 ซับตะเคียน,ช่องสาริกา,พัฒนานิคม,ลพบุรี,15220,wadmanee.school@gmail.com,www.lopburi2.go.th/wmsp,ช่องสาริกา,899024548,,1 พฤษภาคม 2514,60,12,ขนาดเล็ก,มีไฟฟ้า,7,87,8,21 มิถุนายน 2562 เวลา 09:57:08 น.
8,1016490292,16020009,490292,ช่องสาริกา,chongsarika,นางพัชรา ช่วยค้ำชู,อนุบาล-ประถมศึกษา,,หมู่ 9 ช่องสาริกา,ช่องสาริกา,พัฒนานิคม,ลพบุรี,15220,,,ช่องสาริกา,36428080,,5 กรกฎาคม 2503,80,30,ขนาดกลาง,มีไฟฟ้า,10,154,8,20 มิถุนายน 2561 เวลา 13:15:34 น.
9,1016490293,16020010,490293,บ้านหนองโพธิ์,Bannongpho School,นางรุ่งนภา เพ็ชรไม้,อนุบาล-ประถมศึกษา,,หมู่ 8 หนองโพธิ์,ช่องสาริกา,พัฒนานิคม,ลพบุรี,15220,bannongphoschool8@gmail.com,www.baannongpho.ac.th,ช่องสาริกา,871227029,,2514,59,15,ขนาดกลาง,มีไฟฟ้า,10,125,8,25 มิถุนายน 2562 เวลา 11:24:54 น.
10,1016490281,16020012,490281,ซอย 19 สาย 2 ขวา,soy19soi2kwa,พันจ่าเอกณรัฐกรณ์ ทองคง,อนุบาล-ประถมศึกษา,,หมู่ 2 ห้วยแก้วสามัคคี,ชอนน้อย,พัฒนานิคม,ลพบุรี,15140,soi19sch@hotmail.co.th,,ชอนน้อย,812901616,-,2517,70,6,ขนาดกลาง,มีไฟฟ้า,9,124,8,29 มิถุนายน 2561 เวลา 10:39:15 น.
