1,1040050505,40030001,50505,บ้านเก่างิ้วหนองบั่ว(คุรุราษฎร์ประสิทธิ์),kaowngiwnongboua,นายธวัชชัย ศรีภูมิ,อนุบาล-มัธยมศึกษาตอนต้น,จุมพล,หมู่ 1 เก่างิ้ว,เก่างิ้ว,พล,ขอนแก่น,40120,,,เก่างิ้ว,"043418711,,",,26 กันยายน 2476,10,10,ขนาดเล็ก,มีไฟฟ้า,11,56,11,12 มิถุนายน 2562 เวลา 09:38:09 น.
2,1040050506,40030002,50506,บ้านคึมชาตหนองผงนาดี,khumchatnongpongnadee,นางสุพินดา กัณหาไธสง,อนุบาล-ประถมศึกษา,จุมพล,หมู่ 4 คึมชาต,เก่างิ้ว,พล,ขอนแก่น,40120,,www.khumchad.com,เก่างิ้ว,"043400215,04326",,12 กันยายน 2501,10,10,ขนาดเล็ก,มีไฟฟ้า,10,48,9,29 พฤษภาคม 2560 เวลา 09:30:50 น.
3,1040050515,40030005,50515,บ้านหนองบะโคกสว่าง,Ban Nongba Khoksawang,นายวาทิต นครราช,อนุบาล-ประถมศึกษา,,หมู่ 8 บ้านโคกสว่าง,โคกสง่า,พล,ขอนแก่น,40120,nongbacoksawang@gmail.com,-,โคกสง่า,43260249,43210702,2482,17,18,ขนาดเล็ก,มีไฟฟ้า,11,95,9,20 ตุลาคม 2562 เวลา 09:17:58 น.
4,1040050516,40030006,50516,บ้านหนองไผ่วิทยา,Nongphaiwittaya,นายนิวัฒนา จำลอง,อนุบาล-ประถมศึกษา,,หมู่ 6 หนองไผ่,โคกสง่า,พล,ขอนแก่น,40120,kunkroo_2202@hotmail.com,-,โคกสง่า,"043214078,,",-,20 กรกฏาคม 2484,20,25,ขนาดเล็ก,มีไฟฟ้า,11,80,9,10 มิถุนายน 2562 เวลา 10:20:25 น.
5,1040050517,40030007,50517,บ้านหนองแวงมน,Nongwaengmon School,ว่าที่ร้อยตรีบุญชิต บุญมีทา,อนุบาล-มัธยมศึกษาตอนต้น,,หมู่ 4 หนองแวงกลาง,โคกสง่า,พล,ขอนแก่น,40120,,www.nongwaengmon.com,โคกสง่า,"043214062,,",,1 ก.ย.2501,21,22,ขนาดกลาง,มีไฟฟ้า,21,187,11,30 ตุลาคม 2562 เวลา 11:22:48 น.
6,1040050518,40030008,50518,บ้านโจดหนองแกหนองสิม,Chotnongkaenongsim School,นายกวี วรรณศรี,ประถมศึกษา-มัธยมศึกษาตอนต้น,,หมู่ 1 บ้านโจดหนองแก,โจดหนองแก,พล,ขอนแก่น,40120,,,โจดหนองแก,"043214063,04321",,1 พฤษภาคม 2482,12,10,ขนาดกลาง,มีไฟฟ้า,19,147,12,12 มิถุนายน 2562 เวลา 09:35:08 น.
7,1040050520,40030009,50520,บ้านเตาเหล็กประดู่หัวคู,Taolekpradoohuakoo School,นายธีรศักดิ์ ทองดี,อนุบาล-ประถมศึกษา,,หมู่ 5 บ้านเตาเหล็ก,โจดหนองแก,พล,ขอนแก่น,40120,thongdeethee@gmail.com,,โจดหนองแก,,,16 เมษายน 2481,13,11,ขนาดเล็ก,มีไฟฟ้า,9,106,8,13 สิงหาคม 2562 เวลา 15:35:55 น.
8,1040050522,40030010,50522,บ้านวังขอนพาดหนองแวง,Wungkhonpadnongwang School,นายสมพงษ์ ตรีกมล,อนุบาล-มัธยมศึกษาตอนต้น,,หมู่ 2 บ้านวังขอนพาด,โจดหนองแก,พล,ขอนแก่น,40120,,,โจดหนองแก,43041199,,16 กรกฎาคม 2496,12,10,ขนาดเล็ก,มีไฟฟ้า,14,98,11,28 มิถุนายน 2562 เวลา 13:05:09 น.
9,1040050523,40030011,50523,บ้านหนองเรือ,Bannongrue,-,ประถมศึกษา,,หมู่ 7 บ้านหนองเรือ,โจดหนองแก,พล,ขอนแก่น,40120,,,โจดหนองแก,43260426,,9 พ.ค. 2482,5,4,ขนาดเล็ก,มีไฟฟ้า,3,10,5,02 กรกฎาคม 2562 เวลา 20:05:30 น.
10,1040050524,40030012,50524,บ้านหนองหว้าสามัคคี,banhnongwasamakkee,นายสมพงษ์ มาตรคำจันทร์,อนุบาล-มัธยมศึกษาตอนต้น,,หมู่ 4 บ้านหนองหว้า,โจดหนองแก,พล,ขอนแก่น,40120,,โรงเรียนบ้านหนองหว้าสามัคคี.data.bopp-obec.info/web/?School_ID=1040050524,โจดหนองแก,803161906,,5 พฤษภาคม 2482,8,5,ขนาดเล็ก,มีไฟฟ้า,6,10,6,24 กรกฎาคม 2562 เวลา 13:00:42 น.
11,1040050542,40030013,50542,บ้านโนนข่าประชานุเคราะห์,Ban nonkhaprachanukor,นายกิตติภณ โยธาภักดี,อนุบาล-ประถมศึกษา,,หมู่ 5 บ้านโนนข่า,โนนข่า,พล,ขอนแก่น,40120,,,โนนข่า,43415267,,10 กรกฏาคม 2524,4,3,ขนาดเล็ก,มีไฟฟ้า,7,34,9,01 พฤศจิกายน 2560 เวลา 03:06:41 น.
12,1040050543,40030014,50543,บ้านโนนเมืองโคกกุง,BANNONMUAGKOGKOUG,นายกฤษฏิศาสน์ บุญพสุกุล,อนุบาล-ประถมศึกษา,,หมู่ 8 บ้านโนนเมือง,โนนข่า,พล,ขอนแก่น,40120,-,-,โนนข่า,819659065,-,21 กรกฎาคม 2500,10,9,ขนาดเล็ก,มีไฟฟ้า,4,82,9,18 มิถุนายน 2560 เวลา 06:16:43 น.
13,1040050544,40030015,50544,บ้านบ่อตะครองโนนฝ้ายสามัคคี,BANBOTAKRONGNOOFAISAMUKKEE,นายประจวบ กิจเธาว์,ประถมศึกษา,,หมู่ 3 บ้านบ่อตะครอง,โนนข่า,พล,ขอนแก่น,40120,,,โนนข่า,43260299,,15/11/2466,8,10,ขนาดเล็ก,มีไฟฟ้า,11,168,6,23 มิถุนายน 2562 เวลา 11:24:47 น.
14,1040050548,40030016,50548,บ้านหัวนาหนองแวง,HUANANONGWANG,นายสมพงษ์ ศรีประมาณ,อนุบาล-ประถมศึกษา,,หมู่ 2 หัวนา,โนนข่า,พล,ขอนแก่น,40120,null,www.facebook.com/hnwschool,โนนข่า,931984883,null,12 พฤษภาคม 2482,6,4,ขนาดเล็ก,มีไฟฟ้า,8,58,9,05 มิถุนายน 2562 เวลา 11:48:25 น.
15,1040050549,40030017,50549,มิตรภาพ 2,Mittaphab 2 school,นายผดุงศักดิ์ มณีทัพ,ประถมศึกษา,,หมู่ 7 บ้านบุอ้ายตู้,โนนข่า,พล,ขอนแก่น,40120,,http://school.obec.go.t,โนนข่า,860557986,,2481,15,13,ขนาดเล็ก,มีไฟฟ้า,10,50,7,29 ตุลาคม 2562 เวลา 20:54:41 น.
16,1040050550,40030018,50550,บ้านห้วยโจด,Banhuaijod,-,อนุบาล-ประถมศึกษา,,หมู่ 1 บ้านห้วยโจด,โนนข่า,พล,ขอนแก่น,40120,banhuaijod.school@gmail.com,data.bopp-obec.info/web/index_view_history.php?School_ID=1040050550&page=aboutus,??????????????????-,988289296,-,2534,10,10,ขนาดเล็ก,มีไฟฟ้า,8,78,9,24 มิถุนายน 2562 เวลา 11:02:57 น.
17,1040050527,40030019,50527,บ้านทุ่งแค,thongcare,นายสมัย ขุมทอง,อนุบาล-ประถมศึกษา,,หมู่ 9 ทุ่งแค,เพ็กใหญ่,พล,ขอนแก่น,40120,,,เพ็กใหญ่,43260234,,12พ.ค2482,11,9,ขนาดเล็ก,มีไฟฟ้า,9,76,9,12 มิถุนายน 2562 เวลา 09:20:00 น.
18,1040050528,40030020,50528,บ้านเพ็กใหญ่และสระบัว(คุรุราษฏร์สามัคคี),pekyailaesrabua,นายประมวล ไชยแสงบุญ,อนุบาล-ประถมศึกษา,,หมู่ 1 สระบัว,เพ็กใหญ่,พล,ขอนแก่น,40120,papamual@gmail.com,http://school.obec.go.th/pekyaisra,เพ็กใหญ่,43415792,43415792,24/4/2473,2,2,ขนาดเล็ก,มีไฟฟ้า,9,83,8,25 ตุลาคม 2562 เวลา 09:38:33 น.
19,1040050529,40030021,50529,บ้านยานางโนนแต้,Banyanangnontae,นายอัมพร บุตรทุมพันธ์,อนุบาล-ประถมศึกษา,,หมู่ 2 บ้านยานาง,เพ็กใหญ่,พล,ขอนแก่น,40120,,,เพ็กใหญ่,098-1895683,,18 ก.ค. 2496,5,5,ขนาดเล็ก,มีไฟฟ้า,6,40,8,22 ตุลาคม 2562 เวลา 19:09:25 น.
20,1040050531,40030022,50531,บ้านหนองสะแบงสามัคคี,nongsabang,นายสมยศ โคตรมณี,อนุบาล-ประถมศึกษา,,หมู่ 6 หนองสะแบง,เพ็กใหญ่,พล,ขอนแก่น,40120,,,เพ็กใหญ่,43260435,,28 มิย,7,6,ขนาดเล็ก,มีไฟฟ้า,6,28,6,16 พฤษภาคม 2561 เวลา 13:48:06 น.
